"hhnum","eventid","itemnum","itemdesc","itemdescsource","itemdesc_flag","barcode","barcodesource","upcreceiptmatch","iri","barcode_original","itemreportmethod","itemassignmethod","totgramsunadj","totgramsunadjimp","pkgsize","pkgsizeunit","fluidozgrams","eggsize","quantity","varwgtlbs","varwgtcount","pkgwtsource","totitemexp","totitemexpnocoupons","totstoresavings","coupons","totitemexp_flag","free","imputedexp","imputedvalue","imputemethod","scandate_flag"
100012,65792,1,,1,0,"051933267503",1,,1,".V",1,2,340.2,,12,"OZ",,,1,,,1,0.89,0.89,0,0,0,0,-996,-996,-996,0
100012,65792,2,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66220,1,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66220,2,,1,0,"071921005399",1,,1,".V",1,2,496.125,,17.5,"OZ",,,1,,,1,3.19,3.19,0,0,0,0,-996,-996,-996,0
100012,66220,3,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66220,4,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66220,5,,1,0,"071921005399",1,,1,".V",1,2,496.125,,17.5,"OZ",,,1,,,1,3.19,3.19,0,0,0,0,-996,-996,-996,0
100012,66220,6,,1,0,"071921005399",1,,1,".V",1,2,496.125,,17.5,"OZ",,,1,,,1,3.19,3.19,0,0,0,0,-996,-996,-996,0
100012,66220,7,"BUSH LT 4/6 CAN",3,0,,0,,4,".V",4,2,480,,16,"OZ",30,,1,,,3,4.49,4.49,0,0,0,0,-996,-996,-996,-996
100012,66220,8,"BUSH LT 4/6 CAN",3,0,,0,,4,".V",4,2,480,,16,"OZ",30,,1,,,3,4.49,4.49,0,0,0,0,-996,-996,-996,-996
100012,66221,1,,1,0,"024300043024",1,,1,".V",1,2,594.783,,20.98,"OZ",,,1,,,1,3.5,3.5,0,0,0,0,-996,-996,-996,0
100012,66221,2,"BUTTERMILK PANCAKE MD",3,0,"051933281059",2,,4,".V",1,2,324.6075,,11.45,"OZ",,,1,,,3,1,1,0,0,0,0,-996,-996,-996,0
100012,66221,3,,1,0,"072494512987",1,,1,".V",1,2,595.35,,21,"OZ",,,1,,,1,4.49,4.49,0,0,0,0,-996,-996,-996,0
100012,66222,1,,1,0,"016000419650",1,,1,".V",1,2,697.41,,24.6,"OZ",,,1,,,1,2.79,2.79,0,0,0,0,-996,-996,-996,0
100012,66222,2,,1,0,"016000260412",1,,1,".V",1,2,686.07,,24.2,"OZ",,,1,,,1,2.79,2.79,0,0,0,0,-996,-996,-996,0
100012,66222,3,,1,0,"016000419681",1,,1,".V",1,2,657.72,,23.2,"OZ",,,1,,,1,2.79,2.79,0,0,0,0,-996,-996,-996,0
100012,66222,4,,1,0,"051933321700",1,,1,".V",1,2,1305.6,,48,"OZ",27.2,,1,,,1,2.79,2.79,0,0,0,0,-996,-996,-996,0
100012,66222,5,,1,0,"051933203402",1,,3,".V",1,2,,,,,,,1,,,,1.99,1.99,0,0,0,0,-996,-996,-996,0
100012,66222,6,,1,0,"051933114821",1,,1,".V",1,2,680.4,,24,"OZ",,,1,,,1,0.99,0.99,0,0,0,0,-996,-996,-996,0
100012,66222,7,"FP TOP SIRLOIN STEAK",3,0,"200320505920",2,,3,".V",1,2,,,,,,,1,,,,5.92,5.92,0,0,0,0,-996,-996,-996,0
100012,66222,8,"FP TOP SIRLOIN STEAK",3,0,"200320305568",2,,3,".V",1,2,,,,,,,1,,,,5.56,5.56,0,0,0,0,-996,-996,-996,0
100012,66222,9,"FP TOP SIRLOIN STEAK",3,0,"200320605774",2,,3,".V",1,2,,,,,,,1,,,,5.77,5.77,0,0,0,0,-996,-996,-996,0
100012,66222,10,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66222,11,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66222,12,"ICEBERG LETTUCE",2,0,"M-4634",4,,3,".V",1,2,,,,,,,1,,,,1.69,1.69,0,0,0,0,-996,-996,-996,0
100012,66222,13,,1,0,"044000027438",1,,1,".V",1,2,428.085,,15.1,"OZ",,,1,,,1,2.49,2.49,0,0,0,0,-996,-996,-996,0
100012,66485,1,,1,0,"051933398207",1,,1,".V",1,2,453.6,,16,"OZ",,,1,,,1,1.29,1.29,0,0,0,0,-996,-996,-996,0
100012,66485,2,,1,0,"051933211605",1,,3,".V",1,2,,,,,,,1,,,,1.59,1.59,0,0,0,0,-996,-996,-996,0
100012,66485,3,,1,0,"051933216501",1,,3,".V",1,2,,,,,,,1,,,,1.99,1.99,0,0,0,0,-996,-996,-996,0
100012,66485,4,,1,0,"051933211902",1,,3,".V",1,2,,,,,,,1,,,,1.59,1.59,0,0,0,0,-996,-996,-996,0
100012,66485,5,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66485,6,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66485,7,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66485,8,,1,0,"051933161825",1,,3,".V",1,2,,,,,30.7,,1,,,,0.79,0.79,0,0,0,0,-996,-996,-996,0
100012,66485,9,,1,0,"051933658608",1,,3,".V",1,2,3904,,128,"OZ",30.5,,1,,,1,3.59,3.59,0,0,0,0,-996,-996,-996,0
100012,66485,10,,1,0,"051933393653",1,,3,".V",1,2,,,,,31,,1,,,,1.99,1.99,0,0,0,0,-996,-996,-996,0
100012,66485,11,,1,0,"051933434059",1,,1,".V",1,2,205.5375,,7.25,"OZ",,,1,,,1,0.65,0.65,0,0,0,0,-996,-996,-996,0
100012,66485,12,,1,0,"051933434059",1,,1,".V",1,2,205.5375,,7.25,"OZ",,,1,,,1,0.65,0.65,0,0,0,0,-996,-996,-996,0
100012,66485,13,"F/P 75% LEAN GROUND",3,0,"200340006537",2,,3,".V",1,2,,,,,,,1,,,,6.53,6.53,0,0,0,0,-996,-996,-996,0
100012,66485,14,"PORK CHOP RIB END",3,0,"200443508884",2,,3,".V",1,2,,,,,,,1,,,,8.88,8.88,0,0,0,0,-996,-996,-996,0
100012,66485,15,,1,0,"051933291805",1,,1,".V",1,2,12005.76,,405.6,"OZ",29.6,,1,,,1,2.59,2.59,0,0,0,0,-996,-996,-996,0
100012,66485,16,,1,0,"051933106208",1,,1,".V",1,2,453.6,,16,"OZ",,,1,,,1,0.99,0.99,0,0,0,0,-996,-996,-996,0
100012,66485,17,,1,0,"051933131705",1,,3,".V",1,2,,,,,,,2,,,,0.78,0.78,0,0,0,0,-996,-996,-996,0
100012,66485,18,,1,0,"051933170100",1,,3,".V",1,2,,,,,,,1,,,,0.45,0.45,0,0,0,0,-996,-996,-996,0
100012,66485,19,,1,0,"051933170100",1,,3,".V",1,2,,,,,,,1,,,,0.45,0.45,0,0,0,0,-996,-996,-996,0
100012,66485,20,,1,0,"051933340206",1,,3,".V",1,2,,,,,,,1,,,,1.39,1.39,0,0,0,0,-996,-996,-996,0
100012,66485,21,,1,0,"028400002899",1,,1,".V",1,2,567,,20,"OZ",,,1,,,1,5.99,5.99,0,0,0,0,-996,-996,-996,0
100012,66485,22,"ICEBERG LETTUCE",2,0,"M-4634",4,,3,".V",4,2,,,,,,,1,,,,1.69,1.69,0,0,0,0,-996,-996,-996,-996
100012,66485,23,"MAC/CHS SO CHS",3,0,,0,,3,".V",4,2,205.5375,,7.25,"OZ",,,1,,,3,0.39,0.39,0,0,0,0,-996,-996,-996,-996
100012,66485,24,"MAC/CHS SO CHS",3,0,,0,,3,".V",4,2,205.5375,,7.25,"OZ",,,1,,,3,0.39,0.39,0,0,0,0,-996,-996,-996,-996
100012,66485,25,"POTATO, WHITE",2,0,"M-4083",4,,3,".V",4,2,,,,,,,1,,,,1.99,1.99,0,0,0,0,-996,-996,-996,-996
100012,66485,26,"PSTA SAUC MANTIA",3,0,,0,,4,".V",4,2,680.4,,24,"OZ",,,1,,,3,1.19,1.19,0,0,0,0,-996,-996,-996,-996
100012,66485,27,"WHITE BRD GRISS",3,0,,0,,4,".V",4,2,680.4,,24,"OZ",,,1,,,3,0.89,0.89,0,0,0,0,-996,-996,-996,-996
100012,66486,1,,1,0,"028000680909",1,,1,".V",1,2,618.03,,21.8,"OZ",,,1,,,1,4.99,4.99,0,0,0,0,-996,-996,-996,0
100015,32752,1,,1,0,"036800298521",1,,1,".V",1,3,17508.4,,591.5,"OZ",29.6,,1,,,1,,,,,0,0,2.58,-996,4,0
100015,33372,1,"GRAPES, BLUE/BLACK/RED",2,0,"M-4270",4,,3,".V",3,1,,,,,,,1,,,,,,,,0,0,,-996,-996,-996
100015,33372,2,"M + M'S",4,0,,0,,3,".V",3,1,,,,,,,1,,,,,,,,0,0,,-996,-996,-996
100015,33373,1,,1,0,"051933671508",1,,1,".V",1,3,495,,30,"OZ",16.5,,1,,,1,,,,,0,0,2.98,-996,4,0
100015,33373,2,"GRAPES, BLUE/BLACK/RED",2,0,"M-4270",4,,3,".V",3,1,,,,,,,1,,,,,,,,0,0,,-996,-996,-996
100015,33377,1,,1,0,"040000000327",1,,1,".V",1,4,49.329,,1.74,"OZ",,,1,,,1,,,,,0,0,0.79,-996,4,0
100015,33377,2,,1,0,"040000000327",1,,1,".V",1,4,49.329,,1.74,"OZ",,,1,,,1,,,,,0,0,0.79,-996,4,0
100015,33377,3,"GRAPES, BLUE/BLACK/RED",2,0,"M-4270",4,,3,".V",3,1,,,,"PACK",,,1,,,5,,,,,0,0,,-996,-996,-996
100015,33380,1,,1,0,"051933140400",1,,1,".V",1,2,311.85,,11,"OZ",,,1,,,1,1.49,1.49,0,0,0,0,-996,-996,-996,0
100015,33380,2,"PLUM",2,0,"M-4039",3,,3,".V",2,2,848.2133,,,".v",,,1,1.87,,3,2.41,2.41,0,0,0,0,-996,-996,-996,0
100015,33381,1,,1,0,"011161462101",1,,2,".V",1,2,3904,,128,"OZ",30.5,,1,,,1,4.48,4.48,0,0,0,0,-996,-996,-996,0
100024,13422,1,,1,0,"011110099587",1,,1,".V",1,2,141.75,,5,"OZ",,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100024,13422,2,,1,0,"080432802878",1,,1,".V",1,2,336,,11.2,"OZ",30,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100024,13422,3,,1,0,"080432802656",1,,1,".V",1,2,360,,12,"OZ",30,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100024,13422,4,,1,0,"080432802533",1,,1,".V",1,2,360,,12,"OZ",30,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100024,13422,5,,1,0,"080432802656",1,,1,".V",1,2,360,,12,"OZ",30,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100024,13422,6,,1,0,"038000506659",1,,1,".V",1,2,283.5,,10,"OZ",,,1,,,1,3.45,3.45,0,0,0,0,-996,-996,-996,0
100024,13422,7,,1,0,"884912129741",1,,1,".V",1,2,425.25,,15,"OZ",,,1,,,1,3.19,3.19,0,0,0,0,-996,-996,-996,0
100024,13422,8,,1,0,"038000576027",1,,1,".V",1,2,703.08,,24.8,"OZ",,,1,,,1,2.99,2.99,1.46,0,0,0,-996,-996,-996,0
100024,13422,9,,1,0,"884912014276",1,,1,".V",1,2,510.3,,18,"OZ",,,1,,,1,3.29,3.29,0,0,0,0,-996,-996,-996,0
100024,13423,1,,1,0,"011110971913",1,,1,".V",1,2,453.6,,16,"OZ",,,1,,,1,3,3,1.99,0,0,0,-996,-996,-996,0
100024,13423,2,,1,0,"011110971913",1,,1,".V",1,2,453.6,,16,"OZ",,,1,,,1,3,3,1.99,0,0,0,-996,-996,-996,0
100024,14503,1,,1,0,"078742351889",1,,2,".V",1,2,3904,,128,"OZ",30.5,,1,,,1,3.18,3.18,0,0,0,0,-996,-996,-996,0
100024,14503,2,,1,0,"023700020291",1,,1,".V",1,2,737.1,,26,"OZ",,,1,,,1,6.98,6.98,0,0,0,0,-996,-996,-996,0
100024,14503,3,,1,0,"038000333644",1,,1,".V",1,2,839.16,,29.6,"OZ",,,1,,,1,4.54,4.54,0,0,0,0,-996,-996,-996,0
100024,14503,4,,1,0,"042800111005",1,,1,".V",1,2,306.18,,10.8,"OZ",,,1,,,1,1.36,1.36,0,0,0,0,-996,-996,-996,0
100024,14503,5,,1,0,"042800108005",1,,1,".V",1,2,297.675,,10.5,"OZ",,,1,,,1,1.36,1.36,0,0,0,0,-996,-996,-996,0
100024,14503,6,,1,0,"031400010139",1,,1,".V",1,2,1360.8,,48,"OZ",,,1,,,1,5.98,5.98,0,0,0,0,-996,-996,-996,0
100024,14503,7,,1,0,"023700020284",1,,1,".V",1,2,737.1,,26,"OZ",,,1,,,1,6.98,6.98,0,0,0,0,-996,-996,-996,0
100024,14503,8,,1,0,"050100408596",1,,1,".V",1,2,1012.095,,35.7,"OZ",,,1,,,1,3,3,0,0,0,0,-996,-996,-996,0
100024,14503,9,,1,0,"041000022432",1,,1,".V",1,2,127.575,,4.5,"OZ",,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100024,14503,10,,1,0,"041000022869",1,,1,".V",1,2,136.08,,4.8,"OZ",,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100024,14503,11,,1,0,"041000022906",1,,1,".V",1,2,138.915,,4.9,"OZ",,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100024,14503,12,,1,0,"045000125056",1,,1,".V",1,2,567,,20,"OZ",,,1,,,1,1.88,1.88,0,0,0,0,-996,-996,-996,0
100026,19878,1,,1,0,"753222001101",1,,4,".V",1,2,,,,,29.6,,1,,,,1.96,1.96,0,0,0,0,-996,-996,-996,0
100026,19879,1,,1,0,"681131894760",1,,1,".V",1,2,1573.425,,55.5,"OZ",,,1,,,1,9.98,9.98,0,0,0,0,-996,-996,-996,0
100026,19879,2,,1,0,"681131715362",1,,1,".V",1,2,1559.25,,55,"OZ",,,1,,,1,8.98,8.98,0,0,0,0,-996,-996,-996,0
100026,19879,3,,1,0,"078742226835",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,0.84,0.84,0,0,0,0,-996,-996,-996,0
100026,19879,4,,1,0,"078742226835",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,0.84,0.84,0,0,0,0,-996,-996,-996,0
100026,19879,5,,1,0,"078742211367",1,,1,".V",1,2,326.025,,11.5,"OZ",,,1,,,1,1.98,1.98,0,0,0,0,-996,-996,-996,0
100026,19879,6,,1,0,"078742211367",1,,1,".V",1,2,326.025,,11.5,"OZ",,,1,,,1,1.98,1.98,0,0,0,0,-996,-996,-996,0
100026,19879,7,,1,0,"041900073206",1,,1,".V",1,2,2592,,144,"OZ",18,,1,,,1,5.88,5.88,0,0,0,0,-996,-996,-996,0
100026,20540,1,,1,0,"042200027005",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,0.85,0.85,0,0,0,0,-996,-996,-996,0
100026,20541,1,,1,0,"078742285429",1,,1,".V",1,2,680.4,,24,"OZ",,,1,,,1,1.28,1.28,0,0,0,0,-996,-996,-996,0
100026,20541,2,,1,0,"078742285429",1,,1,".V",1,2,680.4,,24,"OZ",,,1,,,1,1.28,1.28,0,0,0,0,-996,-996,-996,0
100026,20541,3,,1,0,"037600109086",1,,1,".V",1,2,453.6,,16,"OZ",,,1,,,1,3.98,3.98,0,0,0,0,-996,-996,-996,0
100026,20541,4,,1,0,"078742211367",1,,1,".V",1,2,326.025,,11.5,"OZ",,,1,,,1,1.98,1.98,0,0,0,0,-996,-996,-996,0
100026,20541,5,,1,0,"078742092492",1,,1,".V",1,2,793.8,,28,"OZ",,,1,,,1,5.98,5.98,0,0,0,0,-996,-996,-996,0
100026,20541,6,,1,0,"785331757129",1,,1,".V",1,2,340.2,,12,"OZ",,,1,,,1,0.88,0.88,0,0,0,0,-996,-996,-996,0
100026,20541,7,,1,0,"785331757129",1,,1,".V",1,2,340.2,,12,"OZ",,,1,,,1,0.88,0.88,0,0,0,0,-996,-996,-996,0
100026,20541,8,,1,0,"078742226835",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,0.84,0.84,0,0,0,0,-996,-996,-996,0
100026,20541,9,,1,0,"021000611614",1,,1,".V",1,2,907.2,,32,"OZ",,,1,,,1,5.88,5.88,0,0,0,0,-996,-996,-996,0
100026,20541,10,"REDUCED MEAT",3,0,"220039002190",2,,3,".V",1,2,,,,,,,1,,,,2.19,2.19,0,0,0,0,-996,-996,-996,0
100026,20541,11,,1,0,"651235264325",1,,1,".V",1,2,907.2,,32,"OZ",,,1,,,1,3.96,3.96,0,0,0,0,-996,-996,-996,0
100026,20541,12,,1,0,"651235264325",1,,1,".V",1,2,907.2,,32,"OZ",,,1,,,1,3.96,3.96,0,0,0,0,-996,-996,-996,0
100026,20541,13,,1,0,"078742010144",1,,1,".V",1,2,2551.5,,90,"OZ",,,1,,,1,9.48,9.48,0,0,0,0,-996,-996,-996,0
100026,20541,14,,1,0,"078742226835",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,0.84,0.84,0,0,0,0,-996,-996,-996,0
100026,20541,15,,1,0,"078742226835",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,0.84,0.84,0,0,0,0,-996,-996,-996,0
100026,20541,16,,1,0,"078742226811",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,0.84,0.84,0,0,0,0,-996,-996,-996,0
100026,20541,17,,1,0,"078742226811",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,0.84,0.84,0,0,0,0,-996,-996,-996,0
100026,20542,1,,1,0,"070662055038",1,,1,".V",1,2,425.25,,15,"OZ",,,1,,,1,1,1,0,0,0,0,-996,-996,-996,0
100026,20544,1,"BANANA (YELLOW LONG)",2,0,"M-4678",3,,3,".V",2,3,,1360,,,,,1,,10,,-996,-996,-996,,0,1,,,-996,0
100026,20544,2,"JALAPENO, GREEN",2,0,"M-4693",3,,3,".V",2,3,,140,,,,,1,,10,,-996,-996,-996,,0,1,,,-996,0
100026,20544,3,"TOMATO",2,0,"M-3061",3,,3,".V",2,3,,2730,,,,,1,,15,,-996,-996,-996,,0,1,,,-996,0
100026,20546,1,"BEANS, GREEN",2,0,"M-4066",4,,3,".V",3,1,,,,,,,1,,40,,-996,-996,-996,,0,1,,,-996,-996
100026,20546,2,"CANTALOUPE (MUSKMELON)",2,0,"M-4318",4,,3,".V",3,1,,1628,,,,,1,,2,,-996,-996,-996,,0,1,,,-996,-996
100026,20546,3,"CUCUMBER, REGULAR",2,0,"M-4062",4,,3,".V",3,1,,1204,,,,,1,,4,,-996,-996,-996,,0,1,,,-996,-996
100026,20546,4,"CHINESE, RED, REGULAR (GREEN)",2,0,"M-4656",4,,3,".V",3,1,,45360,,,,,1,,40,,-996,-996,-996,,0,1,,,-996,-996
100026,20546,5,"YELLOW/BROWN ONION",2,0,"M-4665",4,,3,".V",3,1,,1800,,,,,1,,12,,-996,-996,-996,,0,1,,,-996,-996
100026,20546,6,"ACORN SQUASH",2,0,"M-4751",4,,3,".V",4,1,,,,,,,10,,,,-996,-996,-996,,0,1,,,-996,-996
100026,21303,1,,1,0,"078000082401",1,,1,".V",1,2,614,,20,"OZ",30.7,,1,,,1,1.49,1.49,0,0,0,0,-996,-996,-996,0
100026,21303,2,,1,0,"029700001124",1,,1,".V",1,2,56.7,,2,"OZ",,,1,,,1,0.6,0.6,0,0,0,0,-996,-996,-996,0
100026,21303,3,,1,0,"029700001124",1,,1,".V",1,2,56.7,,2,"OZ",,,1,,,1,0.59,0.59,0,0,0,0,-996,-996,-996,0
100026,21303,4,,1,0,"041789002113",1,,1,".V",1,2,85.05,,3,"OZ",,,1,,,1,0.27,0.27,0,0,0,0,-996,-996,-996,0
100026,21303,5,,1,0,"041789002113",1,,1,".V",1,2,85.05,,3,"OZ",,,1,,,1,0.28,0.28,0,0,0,0,-996,-996,-996,0
100026,21303,6,,1,0,"041789002113",1,,1,".V",1,2,85.05,,3,"OZ",,,1,,,1,0.27,0.27,0,0,0,0,-996,-996,-996,0
100026,21303,7,,1,0,"041789002113",1,,1,".V",1,2,85.05,,3,"OZ",,,1,,,1,0.27,0.27,0,0,0,0,-996,-996,-996,0
100026,21303,8,"BANQ FS SALS STK & GRAVY ENTRE",3,0,,0,,4,".V",4,2,,,,,,,1,,,,2.95,2.95,0,0,0,0,-996,-996,-996,-996
100026,21303,9,"CHESTERS CHEES PUFFS",3,0,,0,,4,".V",4,2,,,,,,,1,,,,2,2,0,0,0,0,-996,-996,-996,-996
100026,21305,1,"BEANS, GREEN",2,0,"M-4066",3,,3,".V",2,4,,,,,,,1,,20,,-996,-996,-996,,0,1,,,-996,0
100026,21305,2,"BEANS, GREEN",2,0,"M-4066",3,,3,".V",2,4,,,,,,,1,,20,,-996,-996,-996,,0,1,,,-996,0
100026,21305,3,"CANTALOUPE (MUSKMELON)",2,0,"M-4318",3,,3,".V",2,4,,1628,,,,,1,,2,,-996,-996,-996,,0,1,,,-996,0
100026,21305,4,"CUCUMBER, REGULAR",2,0,"M-4062",3,,3,".V",2,4,,1204,,,,,1,,4,,-996,-996,-996,,0,1,,,-996,0
100026,21305,5,"CHINESE, RED, REGULAR (GREEN)",2,0,"M-4656",3,,3,".V",2,4,,22680,,,,,1,,20,,-996,-996,-996,,0,1,,,-996,0
100026,21305,6,"CHINESE, RED, REGULAR (GREEN)",2,0,"M-4656",3,,3,".V",2,4,,22680,,,,,1,,20,,-996,-996,-996,,0,1,,,-996,0
100026,21305,7,"GREEN (SCALLIONS)/SPRING ONIONS",2,0,"M-4068",3,,3,".V",2,4,,,,,,,1,,12,,-996,-996,-996,,0,1,,,-996,0
100026,21305,8,"YELLOW SQUASH",2,0,"M-4782",3,,3,".V",2,4,,3230,,,,,1,,10,,-996,-996,-996,,0,1,,,-996,0
100028,9417,1,,1,0,"012000003110",1,,1,".V",1,2,2075.32,,67.6,"OZ",30.7,,1,,,1,1.35,1.35,0,0,0,0,-996,-996,-996,0
100028,9417,2,,1,0,"012000002335",1,,1,".V",1,2,2082.08,,67.6,"OZ",30.8,,1,,,1,1.35,1.35,0,0,0,0,-996,-996,-996,0
100028,9417,3,,1,0,"012000003110",1,,1,".V",1,2,2075.32,,67.6,"OZ",30.7,,1,,,1,1.35,1.35,0,0,0,0,-996,-996,-996,0
100028,9417,4,"VANILLA SHAKE UPC: 900072124-112",3,0,,0,,3,".V",4,2,,,,,28.3,,1,,,,1.6,1.6,0,0,0,0,-996,-996,-996,-996
100028,9418,1,,1,0,"034000001552",1,,1,".V",1,2,56.7,,2,"OZ",,,1,,,1,0.99,0.99,0,0,0,0,-996,-996,-996,0
100028,9418,2,,1,0,"028000131708",1,,1,".V",1,2,43.9425,,1.55,"OZ",,,1,,,1,0.99,0.99,0,0,0,0,-996,-996,-996,0
100028,9418,3,,1,0,"024300041068",1,,1,".V",1,2,371.385,,13.1,"OZ",,,1,,,1,1.79,1.79,0,0,0,0,-996,-996,-996,0
100028,9418,4,,1,0,"049000045758",1,,1,".V",1,2,976,,32,"OZ",30.5,,1,,,1,1.19,1.19,0,0,0,0,-996,-996,-996,0
100028,9418,5,,1,0,"012000001314",1,,1,".V",1,2,616,,20,"OZ",30.8,,1,,,1,1.59,1.59,0,0,0,0,-996,-996,-996,0
100028,9418,6,"SWISS CHEESE",2,0,"D-6297",4,,3,".V",4,2,,,,,,,1,,,,7.06,7.06,0,0,0,0,-996,-996,-996,-996
100028,9418,7,"LAY'S CHIPS",3,0,,0,,3,".V",4,2,283.5,,10,"OZ",,,1,,,3,0,0,4.29,,0,0,-996,-996,-996,-996
100028,9418,8,"LAY'S CHIPS",3,0,,0,,3,".V",4,2,297.675,,10.5,"OZ",,,1,,,3,4.29,4.29,0,0,0,0,-996,-996,-996,-996
100028,9418,9,"TURKEY BREAST",2,0,"D-5827",4,,3,".V",4,2,,,,,,,1,,,,6.72,6.72,0,0,0,0,-996,-996,-996,-996
100028,9418,10,"HAM",2,0,"D-5738",4,,3,".V",4,2,,,,,,,1,,,,8,8,0,0,0,0,-996,-996,-996,-996
100028,10310,1,,1,0,"070474000080",1,,3,".V",1,2,1952,,64,"OZ",30.5,,1,,,1,1.92,1.92,0,0,0,0,-996,-996,-996,0
100028,10310,2,,1,0,"016000395107",1,,1,".V",1,2,141.75,,5,"OZ",,,1,,,1,0.99,0.99,0,0,0,0,-996,-996,-996,0
100028,10310,3,,1,0,"070216241016",1,,1,".V",1,2,820,,20,"OZ",41,,1,,,1,1.09,1.09,0,0,0,0,-996,-996,-996,0
100028,10310,4,,1,0,"021000678464",1,,1,".V",1,2,510.3,,18,"OZ",,,1,,,1,0.99,0.99,0,0,0,0,-996,-996,-996,0
100028,10310,5,,1,0,"041130071065",1,,1,".V",1,2,238.14,,8.4,"OZ",,,1,,,1,1.19,1.19,0,0,0,0,-996,-996,-996,0
100028,10311,1,,1,0,"688267009235",1,,1,".V",1,2,907.2,,32,"OZ",,,1,,,1,2.59,2.59,0,0,0,0,-996,-996,-996,0
100028,10311,2,,1,0,"012000003110",1,,1,".V",1,2,6225.96,,67.6,"OZ",30.7,,3,,,1,3.99,3.99,1.68,0,0,0,-996,-996,-996,0
100028,10311,3,,1,0,"688267128370",1,,1,".V",1,2,538.65,,19,"OZ",,,1,,,1,1.29,1.29,0.5,0,0,0,-996,-996,-996,0
100028,10311,4,,1,0,"688267096792",1,,1,".V",1,2,567,,20,"OZ",,,1,,,1,1.29,1.29,0,0,0,0,-996,-996,-996,0
100028,10312,1,,1,0,"037692002029",1,,1,".V",1,2,226.8,,8,"OZ",,,1,,,1,2.09,2.09,0,0,0,0,-996,-996,-996,0
100028,10312,2,,1,0,"037692002029",1,,1,".V",1,2,226.8,,8,"OZ",,,1,,,1,2.09,2.09,0,0,0,0,-996,-996,-996,0
100028,10312,3,,1,0,"688267079252",1,,1,".V",1,2,708.75,,25,"OZ",,,1,,,1,3.29,3.29,0,0,0,0,-996,-996,-996,0
100028,10312,4,,1,0,"034000004805",1,,1,".V",1,2,79.38,,2.8,"OZ",,,1,,,1,1.25,1.25,0.24,0,0,0,-996,-996,-996,0
100028,10312,5,"GROUND BEEF 73%",3,0,"230066505298",2,,3,".V",1,2,,,,,,,1,,,,5.29,5.29,0,0,0,0,-996,-996,-996,0
100028,10767,1,,1,0,"012000003110",1,,1,".V",1,2,6225.96,,67.6,"OZ",30.7,,3,,,1,3.99,3.99,1.68,0,0,0,-996,-996,-996,0
100028,10767,2,,1,0,"688267070365",1,,1,".V",1,2,453.6,,16,"OZ",,,1,,,1,1.19,1.19,0,0,0,0,-996,-996,-996,0
100028,10767,3,,1,0,"043000036976",1,,1,".V",1,2,504.63,,17.8,"OZ",,,1,,,1,2.79,2.79,0,0,0,0,-996,-996,-996,0
100028,10767,4,,1,0,"688267072413",1,,1,".V",1,2,170.1,,6,"OZ",,,1,,,1,1.49,1.49,0,0,0,0,-996,-996,-996,0
100028,28229,1,,1,0,"040600345002",1,,1,".V",1,2,425.25,,15,"OZ",,,1,,,1,2.5,2.5,0.39,0,0,0,-996,-996,-996,0
