"hhnum","hhwgt","hhwgt1","hhwgt2","hhwgt3","hhwgt4","hhwgt5","hhwgt6","hhwgt7","hhwgt8","hhwgt9","hhwgt10","hhwgt11","hhwgt12","hhwgt13","hhwgt14","hhwgt15","hhwgt16","hhwgt17","hhwgt18","hhwgt19","hhwgt20","hhwgt21","hhwgt22","hhwgt23","hhwgt24","hhwgt25","hhwgt26","hhwgt27","hhwgt28","hhwgt29","hhwgt30","hhwgt31","hhwgt32","hhwgt33","hhwgt34","hhwgt35","hhwgt36","hhwgt37","hhwgt38","hhwgt39","hhwgt40","hhwgt41","hhwgt42","hhwgt43","hhwgt44","hhwgt45","hhwgt46","hhwgt47","hhwgt48","hhwgt49","hhwgt50","hhwgt51","hhwgt52","hhwgt53","hhwgt54","hhwgt55","hhwgt56","hhwgt57","tspsu","tsstrata"
101750,36724.1837781503,35865.0878693304,37466.9402196577,35217.7492671712,38264.7179369871,36883.9010998024,36652.5496380278,37363.7339538527,35818.3653096219,36237.4845399759,37039.5687410261,37347.1565779379,36155.4748150729,0,73473.7029415438,36854.4174219934,36613.6128776474,35667.7036262956,37425.514484002,36617.001758918,36829.2316162243,36536.3193647061,36414.936373174,37263.9108311945,36756.92556568,36654.5221036278,36423.0625787743,37076.910635329,37895.0586542622,35631.849282459,36607.6719168249,36980.0554784973,36598.3050300739,36874.7115832414,36191.1489327001,37233.7193810251,36379.2452049146,36571.3561506952,36824.5354366664,36747.5220317772,36804.0505179668,37010.0249931181,36770.5520489494,36753.1400234837,36582.1805386885,36446.4809779927,36641.6290111977,36763.3581000875,36891.5729082173,36565.5783948688,36715.9945087839,36720.0517882813,36938.8613342573,36548.89091631,38860.5565564806,34851.2870308803,36252.3320562242,37184.3426300256,9,4
101752,6247.83716603123,6213.54797193482,6302.87049043759,6156.28140610443,6425.67979320981,6340.07193772646,6182.68773612674,6514.21144185708,5984.56328115154,6256.77589180429,6250.11033207028,5932.33831447083,6575.84166908781,6367.47441519392,6122.05291474669,6187.60186468902,6316.27567702207,6290.3374756706,6199.91499764611,6200.23723283558,6299.31028298052,6281.58549833597,6179.4734260196,6266.00554618867,6313.67885046468,6089.65689634127,0,12628.0695024082,6313.24301948471,6175.4686481295,6234.43006154731,6273.63229992944,6405.7376597782,6050.17812913669,6077.8131282975,6437.3408285979,6061.33483401321,6428.81487029504,6256.84965610125,6237.17531546085,6341.83807598035,6307.06514626701,6233.34133228688,6230.44729302843,6263.26681800234,6148.82097438531,6250.64264868,6213.94789818949,6248.87536256044,6249.62529201378,6347.50303631993,6150.91951498588,6115.70327887835,6449.6272882697,6878.3606434788,5818.81042287393,5932.88935411982,6469.49554628176,12,7
101756,12662.0086273093,12472.7241092048,12932.4395877816,12192.3567796767,13090.449923385,12564.8098874697,12797.0377749512,13016.4380249384,12311.0840762421,12889.9585410815,12345.0543765532,12856.6249067938,12453.9179382966,12257.1775362141,13056.3348370569,13587.2812849703,11731.8588398153,13287.210535379,11830.2269164353,12251.6387155511,13094.8746811737,12572.6599381186,12507.8583470462,12896.5599887769,12063.62289323,13281.0713729085,12605.6143191666,12705.270030467,12653.3384515768,12699.312077518,12733.8376834844,12594.4397043865,13214.422998002,12211.2890316829,13133.1325161408,12229.0627468882,12944.910269871,12630.0971215418,13126.2453211976,12215.908998773,0,14107.1385309676,14485.5511586475,14648.8857375116,14012.2501986883,13752.6193964251,14230.0515305157,14117.1606488106,12311.7738836406,13002.2226590412,13498.0221740583,11710.9334455466,12529.2318779255,12846.3203579591,11533.6994804398,13437.2800393368,14528.4643294465,11290.7284725187,1,1
101757,2403.30207987535,2372.19147638996,2436.36712451171,2291.06257341153,2523.35547409283,4883.67972606945,0,2448.42989613163,2353.57248960175,2350.15800199208,2453.12331998299,2345.7879446981,2459.12544695694,2409.61027192306,2391.9270482324,2436.88454764532,2371.71295460491,2414.64989830758,2392.84268452906,2429.41816523785,2376.70934124878,2490.54045255765,2379.49809625965,2332.64524988544,2359.53533851492,2440.09446006427,2406.47248568199,2400.49024810713,2434.72682205436,2373.86994329929,2371.39376138624,2440.31029603822,2430.84414790526,2373.35222760391,2401.30801523028,2407.80881537898,2374.7457211212,2422.55822600742,2373.45163717695,2435.75727505425,2384.83578762284,2414.04634665161,2412.1155108609,2422.22774655984,2406.47817410581,2390.77294251288,2408.14477390492,2384.31192126256,2447.37697144299,2366.48842320146,2422.05881584596,2388.92266853879,2375.60085989515,2427.18774974645,2502.50561736978,2304.87298025204,2361.33022350748,2443.86256996649,18,11
101758,7856.45135113585,7890.11262735876,7829.48933032199,7642.11821375299,8126.33221926761,7898.06275965576,7800.82924585687,7897.3772152615,7806.7858960026,7775.13261375737,7927.26507163719,7712.39084555185,8012.53690567038,7795.19195920418,7912.46456447265,8113.36760599419,7079.79289191576,8021.31704656697,7694.97962296115,7761.94980633371,7960.94196795589,7957.8570338411,7825.93814558476,7763.10721529945,7875.78623783387,7816.17842330167,7892.12566737265,7815.3174577003,8078.93955196199,7646.20567849311,7710.16906138839,8028.73505307372,7934.9392953583,7789.47061387522,7800.29956191099,7934.64850553093,0,15902.3927706921,7934.7139026419,7783.83299017806,7775.09927242545,7903.97444149637,7900.99480603817,7899.81592935577,7835.89131988847,7814.64399074213,7857.89873278687,7856.39126986776,7793.22621674222,7923.19372485839,7920.41825759343,7785.456531568,7683.9697592888,8012.39189092351,8506.95504447344,7326.08048616572,7689.39765818421,7991.49106002752,50,21
101759,11473.4737512014,11330.4833970969,11597.5685699558,11073.5976646729,11958.810602367,11597.3306483793,11334.1862655483,11756.1028050735,11086.612100013,11296.5809710955,11640.7933974764,11199.4367645976,11758.1470775543,11580.5944740933,11367.5217781619,11610.9402946178,11330.2008334381,11680.8502200076,11267.0545434252,11413.2241080073,11544.1252618185,11556.9397343943,11525.5078914219,11310.9406868033,11523.8251673834,11396.3229186602,11669.8393778907,10448.6640827656,0,21645.8771458003,11246.453778053,11743.3841092823,11592.0407930698,11370.2389308795,11348.2163355735,11626.7906893924,11403.6946453126,11562.3256530544,11719.6599596778,11255.5976468636,11395.1560535816,11531.8061396767,11535.9988076347,11516.2405437924,11445.0735379842,11396.2351504006,11468.7928127663,11488.8949436033,11379.2613192786,11567.4119231921,11541.8708264076,11395.3853946636,11248.9652972261,11677.2910200702,12232.0077245451,10837.5264044377,11289.9803329837,11608.8198076415,22,19
101761,9358.92421256346,9279.49108825351,9465.36272700008,9214.82789272248,9633.00464367584,9530.58708301083,9212.80050408111,9749.24366773507,8972.17621482526,9367.8214750112,9366.72905976226,8883.5582917493,9852.87601832086,9532.00288176478,9176.53623660474,9398.65459034367,9295.11677283922,9501.87834144633,9168.87149740693,9286.31200044644,9437.44673111957,9416.02761205071,9253.90782674396,9382.90630933532,9152.11632555929,9573.37327742092,9342.93734126855,9351.60422632981,9527.15858842354,9193.3647246114,9344.14625333542,9391.56706440521,9390.99135771714,9254.32337034118,9011.84297416395,9767.28011816169,9123.76979561403,9496.09928156757,9372.74471939333,9342.58953577125,9500.93836648631,9446.76422851886,9336.78971626567,9332.46211847537,9381.58885889219,9209.72251813237,9365.27966437109,9307.87126039879,9390.98374524212,9332.7122002761,0,18169.7168688745,9315.47537151539,9386.49045401399,10233.3925890207,8791.94591689698,8887.50928150478,9690.46019978736,56,2
101763,30524.1008514244,30691.6316620003,30488.6007656242,30128.3938839788,30940.4609271546,30395.6015665671,30706.7300291969,30711.8926767776,30293.1501585926,31411.7222697099,29688.3618709891,30723.3993463275,30331.1579358772,29960.4580317845,31263.6508547092,63489.4403108284,0,31605.1289662433,29553.6834192554,30276.2239223636,30748.7524464665,31142.6794269671,29142.2244537743,31125.5007749596,31068.0482180853,30107.4151441059,31023.5776205294,30033.9007609417,30464.9856554966,30572.0471809197,30005.9609141639,31009.9160694873,30051.9343168322,30944.1005845167,30620.2728086181,30445.3711219471,31846.2335235898,29360.098548357,30504.8919568582,30598.7281231837,30394.5365502477,30565.9771533777,30524.7927767389,30522.2653219295,30553.150178188,30602.6585717287,30429.2589933999,30629.7197723203,29886.8784217645,31367.4466937392,30753.0904267649,30321.694376728,31600.6831466998,29586.440192511,32284.5319606244,29010.0428120182,30685.1303116543,30479.3282502398,48,9
101771,9652.70801115424,9646.62222912595,9678.17452845837,9397.99920427451,9955.87036042901,9795.48287597298,9549.79257305146,9416.72898649969,9910.29952497104,9602.24972203584,9710.354917572,9362.05436358225,9992.42555835165,9503.43538067403,9760.50984337686,9860.70606743179,9442.10087528008,9704.12616619233,9602.67556945678,9677.06428451898,9638.65414034399,9730.52491073595,9751.49447246002,9460.07985822901,10026.3021162825,9131.60441211378,9493.83355088121,9732.61321944435,9855.53080550088,9456.07678812683,9462.0609511375,9899.32807012967,10038.6600691019,9319.98154707971,9507.32413155636,9821.39459890331,0,20420.0675329005,9686.51038406596,9620.53828457601,9521.91281006919,9700.02648031141,9729.19128001221,9679.80341051203,9558.80707036398,9610.40785340191,9651.10408187861,9758.40007537985,9530.03248045111,9786.84322620327,9796.06263068169,9509.87813653805,9156.81380561393,10251.4857687757,10151.3028909207,9202.36865492074,9553.8807161741,9789.47135507512,50,21
101776,25385.233308495,25339.8096520404,25435.4251302103,24617.0490993875,26401.8469638893,25201.0027087376,25455.1373923035,25722.7491624221,24954.2715056051,25652.0656400112,25213.3522029329,24063.7179032149,26698.9886167466,25739.0389052169,25141.1608486489,25151.6899667288,25679.5498069856,25347.1875878043,25410.4138036912,25449.6447563898,25310.8259290317,0,38129.2300251678,36943.446086208,25111.6115895119,25635.959047511,26178.6598187022,24635.3120789937,25568.6044939701,25222.2744280433,24110.4651315301,26890.8212648816,25464.1367610637,25262.7437364415,25233.507328838,25551.9396605101,25942.511003083,24894.3479300157,25164.4505610047,25577.1045529746,25083.2904991608,25350.0061035064,25405.7848008917,25346.5558853568,25439.6791328365,25625.8382177958,25343.6589036801,25507.601623013,25278.9457422783,25499.9951399556,25011.9541470449,25703.1303564736,26657.8175648377,24299.318281014,26368.1787314553,24454.3107236029,25241.1988946831,25494.5095944067,55,25
101777,79303.2546569056,76792.1630505545,82144.0062228521,76484.9783052092,82121.8976902487,77851.4445397331,80978.6571250235,79231.6426699849,79503.8944830259,79244.7458866799,79388.1356991864,80467.6462904801,78233.6255196517,83711.893302979,74504.1677817262,79590.5447673041,79083.6083223994,74362.1622691087,83420.4360934912,78726.8541788668,79922.9904354285,79053.6023493276,79880.009668437,78927.6040620656,79833.2602152278,78842.1318404654,81118.8491860011,77421.9063617196,82156.5315334156,76492.848795872,74982.7729791193,83850.2099350249,76490.5794194791,81852.1657313619,149338.636762375,0,86938.4241869279,74539.7526545984,78364.8369892671,80305.7683514374,79403.1092591061,79963.2036321848,79508.8343094429,79393.0798952829,79041.7538196222,78660.3782837249,79184.2850082866,79225.1036145989,79855.3035564289,78848.710933506,77730.6548350077,80668.761477699,81635.8145155285,77485.2439358046,86935.116893606,71998.0214303739,78551.4048479736,80068.0362164476,53,8
101784,4145.47340779482,4065.25923458931,4222.9181631901,4233.21394792347,4110.29272019818,4097.02295147713,4182.48803473009,4427.56856777178,3843.7140484062,4392.28817076629,3940.68009815131,3949.68258508441,4331.4948470664,0,8222.71775286018,4208.39700076645,4088.20953391979,4247.2720201813,4032.16743857195,4216.74508118989,4069.01015065657,4331.17444032407,4099.68280563022,3997.0656858309,3822.32170910883,4529.50317493764,4270.98938419428,4029.33704991546,4101.95557718632,4192.09038151615,4208.84350741638,4067.1942950215,4179.80587809769,4100.27287280582,4211.02141862294,4082.47544289168,4100.09180901774,4195.82621897151,4212.94074714249,4081.97622850852,4096.23023390696,4135.60420374679,4110.89833644921,4178.70880437142,4216.28202638837,4193.31172901799,4155.70179821884,4084.57912738696,4285.84766682217,4013.99589694435,4278.21015007961,4042.09135270536,4272.3600587148,4036.79304104934,4376.7430934861,3916.92815899984,4057.17834415384,4220.19846288615,9,4
101785,9745.61487591727,9912.27888899325,9585.50334968411,9528.16942193061,9931.25452152886,9905.40537181525,9631.15067501193,9545.11177428047,9953.70035732309,10054.1953226017,9418.53931897376,0,19866.1575313825,9657.68489386093,9813.35276167955,9492.4165339764,10029.8823675535,9503.56136049079,10128.1325432421,9776.78707635967,9725.95719671882,9474.12221422848,9638.33298001901,10195.1543425489,9721.08314654057,9782.62879175744,9782.10935075284,9726.37286700462,9920.91631514577,9573.70187358908,9738.68839292073,9724.62686030901,9780.6202352057,9707.49333973504,9917.88062168559,9579.20549673076,9138.81910329854,10437.9859050074,9865.96775197935,9644.89796699715,9647.20221661859,9740.79808410189,9775.08061188135,9684.46675206972,9804.01205988558,9780.40698819989,9726.80492013436,9807.1289270904,10272.1442869348,9281.18973093693,9588.83656113817,9912.16718944204,9838.63657505729,9680.92242665681,9868.63105398342,9626.56547165599,9064.38765037571,10513.842196074,14,15
101790,15818.6426069671,15735.1086912689,15838.4291375595,16009.2357098503,15785.8388015782,16019.3302386801,15922.1928497202,16713.247443534,14890.9660243532,16364.730216546,15158.4840541421,15207.2200469416,16558.4790096283,14858.4707205811,16693.0243588695,15578.6195171832,16134.4720655255,15722.0980558287,15976.8974847425,16012.1559266057,15595.9107701058,16396.9605505429,14693.2988387941,16446.3969442712,14957.127261631,16749.3091872911,16165.3784883714,15462.5521467101,15802.7843506091,15838.7215993537,15742.8785588896,15888.0240606983,15683.4111137423,15966.3840773451,15848.0817051089,15741.0365071465,32595.5861640331,0,15969.9112083529,15677.8945206273,16148.6920711871,15783.0437474703,15761.7196780664,15728.365046107,16081.3428386888,15586.0410757223,15893.2548291004,15556.7517565582,16072.5594439205,15560.6499874758,16050.4915091769,15614.8678093144,16720.7285410271,15095.3256108086,15606.8764289396,15570.1685587876,15160.1709708368,16462.2708753318,31,21
101794,5020.78312985297,4892.1039689883,5136.32684128143,5009.88375350104,5028.65415371663,5239.07538119033,4817.11824946339,5159.13075212387,4877.63598981457,5002.74842333129,5008.50032046871,4860.86709850478,5185.00217802852,5077.13135672373,4966.81292927221,4784.00525930311,5305.90938484934,4732.8224220651,5357.73924418448,4862.53018122224,5190.34211836644,5073.6811815069,4857.43104656715,4991.61048109416,4728.74390141141,5327.08976215486,5081.2159020329,4964.94856031262,4906.96455152218,5161.40733847568,5102.73820287099,4928.35077180781,5356.12844185594,4703.71020027252,5237.32428520302,4824.59759190609,5217.25978418585,4837.38071077565,5198.91802442231,4849.58136876536,5825.55960912149,5709.53783859784,5660.19688859652,0,6046.63995936099,5525.16778691899,5793.88265351594,5781.79475265356,5090.47547581666,4959.79495600514,4919.56831009798,5111.48812107149,4914.13000156012,5120.92267887628,4810.0989149623,5084.14977732993,5782.71192640415,4471.712174803,6,1
101795,8565.41997704684,8592.66753287223,8555.03752124006,8489.06498364722,8605.28726987639,8723.04630740204,8410.17360256188,8649.35639521228,8431.1989308703,8312.44916068236,8847.34970961534,8847.96832278552,8310.44458345005,8965.84124723772,8222.42076063638,8405.60225193701,8287.03136354639,8191.46585696539,9056.94723351962,8425.9350216721,8739.45306391328,8332.2157783811,8063.56158513491,9354.41356478118,8626.66387429865,8501.58560849091,8728.50229739701,8432.25744735752,8809.05148004682,8345.7634166852,8451.15850774694,8659.92680659084,8743.89018752541,8394.39197674927,8659.40875546287,8475.27838311321,8052.31274250138,9151.74528476635,0,16508.2520534932,8470.71037401549,8528.5075352416,8586.67131738886,8545.4207551544,8592.06764340357,8557.36156731174,8545.58205066948,8695.66088954072,9002.55245227474,8232.92850024701,8473.73733669275,8720.3173643593,8326.09131900662,8808.96697395053,8878.92710733137,8292.58781757375,7806.35278450794,9400.1216550189,36,16
101797,20356.8282988638,20720.0320005854,20003.0045904991,20535.277616653,20244.6262606493,20012.9350521729,20543.5619393362,19705.7291794304,21104.3171399053,19470.1338097918,21256.9521651896,20848.3351443483,19908.0605273722,20697.210988761,20104.1913670202,19598.68344776,21174.1956767833,20146.938567046,20599.8522616933,19661.2341839936,21117.4764712578,19734.9019272743,21219.8521564851,20229.6833450344,20017.1282099688,20640.3065486978,20897.8656962635,19873.0692363931,19812.2517510778,20972.3105280092,20239.3544555227,20469.5391822429,20626.4477177206,20128.3346100638,21109.9469401144,19619.084250853,43323.3662241188,0,21255.1826320356,19508.8025462153,21085.0202049968,20290.1310582728,20290.9620564061,20362.7555602171,20367.8989793224,19924.5791655557,20219.2517886548,20329.6121795933,19907.2179178615,20785.1529879307,20015.5992504131,20749.5830540168,20599.6479734097,20282.556942888,20486.3755101452,20255.5897649696,23613.908835711,18047.5746687079,31,21
101803,15601.4926963301,15448.3510925975,15747.5953832656,15288.5588070563,15816.6344897431,15709.4460906563,15473.1282858193,15379.5549301751,15830.983857695,15950.6609000827,15221.027660481,15794.8607302086,15431.0963231994,15888.522743564,15374.7156779437,14977.4170410534,16260.9816373024,16017.6827063205,15072.2709218924,15517.95631099,15684.929671264,15069.5504929021,15576.3739537627,16262.1262518161,15764.0343630567,15514.2971742105,15634.7960774721,15567.0927595479,15705.7973016643,15510.5431564878,15418.0774091979,15715.0667776612,15154.3168771078,15890.4104266901,0,30949.5748465877,15283.2101475747,15994.0401012083,15753.7629258334,15479.3481530974,15430.9146005936,15521.2118340588,15616.9486204454,15448.8537287079,15725.0078706412,15801.1352312252,15518.2645740987,15776.0286726788,15153.4989716669,15827.1525592958,15531.8559500629,15735.4615510956,15865.4333655319,15405.4060805615,15736.5155317146,15482.4138722966,14674.5881689199,16653.3090134564,47,8
101812,23467.7968782278,23636.5000612331,23257.2602798658,22972.2025748549,23984.9935657602,22805.6431501358,24267.6161422983,23415.2687549622,23556.0377537383,23372.6376678167,23640.1414331816,23911.7491538259,23098.0765828115,23027.9003950483,23916.4061864174,0,47038.9564059692,23576.2391082462,23264.9021184894,23140.4240901794,23781.9608902348,23002.7734786172,22765.7165376533,24835.9177944843,23271.5666932858,23672.1367148591,23828.212130294,23103.0084546295,23624.5587013496,23283.3328873697,22545.5768464977,24905.8163199414,22720.7091718589,24344.9894298178,23213.0243355523,23723.7829599802,23094.3355685404,23799.8832972406,23600.4283665801,23340.3199194195,23374.8875809842,23610.0758355743,23437.8694040708,23512.7574762892,23391.669361986,23485.6575925785,23469.2860493065,23448.1620200137,23437.0356911396,23505.2809031366,23945.2510728503,22958.428816104,23759.8845327897,23179.724501699,24993.0153004908,22194.1080422577,22127.8480920433,24443.6722791985,15,9
101815,38012.4821561762,37088.8535990379,38850.3169932127,36909.7948817629,39194.3093383112,36916.2541148067,39326.3533179472,37802.5637851471,38285.5211037514,0,75508.4270158548,38736.1955746923,37429.9254357146,37587.5897624704,38418.3615438035,39367.4428335904,36869.291371093,38533.6027274988,37402.8481161277,37393.5492523306,38615.4114630149,39280.7037453516,33942.4786089691,41503.2328666534,39191.749288059,36882.4757853669,38578.1364973288,37435.1710122492,38492.1993374269,37497.4506386709,37077.8072512697,39397.1411883645,34938.6110589935,41587.6556706609,36536.5359861398,39638.9193088511,38083.2942190054,37898.6834204662,37783.9271585511,38245.9665353251,37934.5620316577,38206.3838714916,38177.5383536488,38025.084253209,37916.8095290283,37903.3328366273,37990.7483248958,37915.5151737022,37205.8437590594,38787.3235481073,38656.3500961462,37342.5340810369,38715.5217750373,37304.6511913545,33551.0518162295,40177.7154444289,38347.5579416927,37387.3115366974,25,5
101824,22206.2061356418,21879.3094683425,22531.9103522322,21305.5035154473,22879.3915006726,22088.4061835806,22261.9040251711,19586.538366182,26039.2660754542,22377.5913620335,22110.3030063868,22567.2553760406,21937.3018522329,22748.1687045156,21733.3585042714,21302.949837518,23105.7298157374,21701.8449073712,23031.6164228396,22147.0344457754,22274.6304329896,21270.6243517498,22663.5820977678,22838.3968086361,22384.1800651716,21964.6831424484,21899.0047777251,22533.7248559393,22623.5925852844,21774.8768324096,21808.0042404922,22636.6610604439,22518.3778222178,21883.5704435495,21721.1422852699,22704.5387595746,21416.7819281463,21625.4440886185,46001.7914526816,0,21815.9051153918,22040.3502413137,22423.3014473273,22013.7845140937,22158.3526844467,22491.9496217359,22020.9718748388,22711.8332973196,22759.5026691138,21806.5517037008,21757.7128964223,22699.4136748513,21959.7414096062,22453.7872211407,21337.5515821626,22893.6854361955,20844.4391252869,23861.0898693744,10,16
101825,44283.8172221583,44156.7360148233,44463.686062724,42890.9738445812,45349.662659125,44595.1746098739,43935.0068396572,43740.235140235,45395.8595305354,43924.4857902194,44501.9197686355,45115.9932923382,43606.31743715,45125.3809014584,43416.7318104865,42800.1298524554,45857.6742901863,0,89866.9236292642,43782.9911612307,44852.5357144797,42469.3010642575,44245.8503509792,46380.6252987256,44061.2311335158,44511.8424953835,44092.0973642831,44476.293200693,45816.0804029448,42801.1544982968,43826.0116520877,44685.6191635172,44849.2705954938,43757.9269706545,44813.7780856075,43840.7858474776,41086.7898640897,47741.2238188424,44956.6742032884,43735.9386402166,43843.0198142235,44314.9336757386,44598.9804541493,44138.2266080729,44431.3546390286,44284.9107023198,44099.202866886,44553.3031118498,43024.5469803008,44864.2854927788,44035.8937251119,44687.4917213388,42902.219687401,45641.2974739503,44687.506122218,43846.1633673699,41039.735286905,47819.1734185843,54,3
101828,1971.26758745456,1998.36912540283,1941.2365936596,1939.79076460306,2006.63902126136,1963.19461945923,1978.09251155059,2044.51081348815,1900.88207655369,2007.94123863419,1925.75060320537,1921.03441579328,2024.32744367626,1966.06715986013,1973.87895739226,1979.32631838107,1960.80076498782,1897.78420202743,2037.94077735932,1963.22415659891,1976.3176778179,1986.7585345599,1928.55629398182,2001.85526996887,1936.75941941311,2002.32790663071,4060.29701729446,0,1980.19421838499,1963.58323461369,1966.44842270887,1976.53373193504,1955.24650549922,1994.48412390465,1944.31944351272,1999.25687152548,1945.31720293523,1987.18021176759,1976.2863704545,1965.88975913949,1946.74605326644,1976.25218879023,1972.32898058801,1985.00272864534,1977.327974574,1972.67084601217,1981.31473268093,1955.99808359326,2098.74315488187,1888.73220746382,1960.8710468839,1977.64973650754,1973.99507721979,1967.03287002383,2078.79713514643,1874.07670689415,1988.65372347332,1951.73334296547,21,7
101829,10604.3257896595,10453.7816740984,10770.4474402272,10160.6682585282,11044.0233862639,10871.2516073169,10371.6219618248,10417.8117020424,10795.3825890386,10571.0782124513,10613.7919681837,9972.42918688426,11375.5081885463,10314.0472990473,10789.8920018542,10613.6891478869,10625.0769017042,10274.166756802,11003.4198093035,10909.2588992342,10305.4677304127,10980.4555958086,10557.1961635071,10257.351527679,21204.4845737301,0,10570.8291854692,10623.8066721829,10773.0191518908,10449.8758523315,10424.1637221515,10833.5814489694,10722.3075988915,10507.1621363439,10718.256280126,10640.6071963902,10054.7150721499,11133.1915357068,10658.6143256168,10562.4280058022,10490.2847354355,10640.2884396052,10666.2852725226,10658.6109964426,10548.9195813996,10546.6030831738,10625.5371904039,10637.6005564796,10925.3589967058,10317.9994656883,10739.2441737743,10479.1799198107,10368.3133821234,10793.7665730219,10983.3967689253,10181.3180424432,10627.2098741381,10657.9306917862,32,20
101831,27595.8480762485,25962.2138750576,29363.8904432443,26884.5004930891,28739.1312489601,27950.8505923284,27323.469591895,28716.0796249185,26473.4030769026,53646.7536852884,0,26226.6414631501,28965.0177475937,28070.9645421591,27071.7931745978,27634.8869062142,27577.4371487688,27812.1869074774,27361.1746632118,27241.4876044159,27958.1401700699,29470.3733541128,25371.8260065268,27811.7358410645,27549.4946883033,27681.5372142806,27567.5415701799,27560.1771312946,28282.545853092,26931.42182567,28721.7315638856,26349.9000035609,26252.3542562788,28841.3091690643,26446.3042911289,28770.2711474204,26599.9002820376,28531.6324335824,27287.3718120122,27906.7192366014,28005.4166841188,27860.9898993547,27534.2995648874,27531.7169216512,27643.3365495739,27176.4865365787,27608.2354648569,27437.6637691029,27402.3551305226,27761.56090407,28063.7383462766,27110.5872068,27785.7735671517,27361.4282123636,29482.7771166938,26387.4560379746,26954.1217304584,27702.5935864161,37,5
101833,32911.4310912423,33541.7303034113,32252.322825028,32052.9790194295,33787.8176933883,31892.6594520808,34162.8875436854,32729.4103964574,33163.7353714304,32621.8863979565,33291.9695751391,33273.3459689128,32644.0434821477,32668.8509668203,33170.3687174919,32612.9798357164,33282.9248155376,32838.7650437079,32832.9944244181,32661.156646665,33135.2685244554,32671.1943488925,32598.012901374,33084.0335351462,32759.2840834918,33064.8123315484,0,65483.8663306451,33074.1786516164,32706.3577159004,32112.0219942422,33772.0027530825,31938.6562909216,34066.989196819,32412.9515442632,33404.2151458997,32887.1966145987,32914.4930544176,32943.8563497278,32886.9667054505,32900.1258700179,33091.3809010277,32882.6818353976,32923.3530019641,32817.1576255261,32901.03702656,32895.0977849061,32865.5508904963,32866.5824635598,32928.9591936153,33369.521240181,32424.9104656104,33898.8935264536,32008.8057283113,34285.3983314828,31676.2087899532,32014.4380508485,33634.7477443504,12,7
101840,2019.97815102016,1995.21092058985,2046.30803823015,1934.00823523783,2110.82656948324,0,3977.25185051261,2061.69728489969,1975.37790321832,1964.31484500073,2071.78365295699,1965.26446295393,2073.17109337069,2025.03789824226,2010.34102505845,2050.35351361398,1989.96391631527,2027.27594681609,2014.62932733178,2060.06150719922,1936.93022741933,2095.41517749478,2007.35043296494,1949.23061910784,1972.12464754496,2062.54809712295,2015.03417235555,2025.21304044137,2045.35746329623,1997.00301233268,1980.42308732089,2064.17766403477,2032.44146676965,2008.35831033666,2015.1915496222,2026.70819064999,1991.65921093334,2040.36802673903,2002.0715975775,2039.86166506134,2005.26682037852,2028.03066362727,2027.70648871531,2037.13017230396,2021.30259018736,2010.78492391868,2024.48102647998,2002.15136646754,2058.39741040699,1987.32104509357,2026.21221751307,2014.45481446914,2012.62007040568,2023.55028948067,2102.78046823379,1938.19724755303,2021.58035182784,2027.97296223843,52,11
101844,43510.3509111134,45300.6062859977,41745.1730454485,42328.2865603666,44778.4406706469,0,60008.4242038082,42265.9120770758,44798.7355830667,43484.9326931671,43385.5414798551,42652.0002792277,44251.4504843165,31447.9419200929,55643.3535755667,42463.3585878353,44635.3380745481,44473.8338638152,42716.9803030847,42609.4304345445,44524.1874896816,41979.6348999452,46946.5306206837,41717.0535850865,43394.6762950844,43728.8217531084,43584.3571099867,43460.5932275769,42644.9042200618,44542.8455870271,43582.1389005755,43364.2984915087,36617.8285095123,47498.9986220323,45270.4721319122,41879.8436878759,44563.5606309886,42745.2802543383,45920.9632631573,41174.5437960877,44885.6860860356,43806.3135746023,43271.6870396188,43417.789975929,43429.1820569651,42693.2887794939,43170.485747853,43495.3262117874,42545.3841894608,44438.5644618006,42064.8627090272,44937.669232151,37970.9475978122,47806.7471261574,43272.5799075341,43906.142809445,51074.3288320951,38026.4830373438,52,11
101845,6466.93570640051,6664.88817142571,6266.71040182039,6328.60960665707,6656.3414056255,6439.33037227493,6503.92874153819,6354.86811535382,6486.84253481194,6438.16485546998,6520.18348704573,6326.89818075346,6622.79580133418,6476.71271843095,6449.85967446866,6483.90538660228,6428.76705192369,6515.45876168293,6387.83767544482,6399.07612372869,6536.22550540093,6382.73822059948,6396.0814017172,6642.64835856068,6451.94150010832,6472.39620433392,6511.24372814095,6415.98986901777,6555.41126636108,6379.16432270105,6321.93102948815,6635.84272586794,6387.2595209264,6573.37470084284,6419.94053385699,6500.25287294507,6254.55314117992,6665.1533452494,13271.5713726829,0,6405.98244443543,6486.97861617276,6487.18603088146,6489.76287506477,6457.67272512168,6470.49901982352,6474.74669275381,6458.66326584248,6405.98319431684,6529.4007826421,6605.96368863421,6321.73839829997,6453.42729920648,6473.35437067424,6872.48847083776,6140.93584600121,6267.62159543096,6606.25876969895,10,16
