"eventid","hhnum","whogotpnum","whogot_flag","athome","schoolmeal_flag","date","date_flag","startmon","daynum","daynum_flag","placeid","placecateg","placecateg_ers","placetype","placeedit_type","placeedit_filltype","chain","placeedit_spaces","placeedit_case","placeedit_name","placeclean_flag","placedist_s","placedist_d","placetime_d","placedist_w","placetime_w","placesnap","placesnaptype","free","free_flag2","totalpaid","totalpaid_flag","tipamt","tipamt_flag","receiptreportedph","receiptobserved","couponsreported","loyaltycard","paytypenum","cash","check","creditcard","debitcard","ebt_snap","ebt_tanf","giftcard","schoollunchcard","paytype_flag","iteminfotype","breakfast","lunch","dinner_supper","snack_drink","multmeals","meals_flag","atepnum1","atepnum2","atepnum3","atepnum4","atepnum5","atepnum6","atepnum7","atepnum8","atepnum9","atepnum10","atepnum11","atepnum12","atepnum13","atepnum14","numhhpeople","numotherpeople","booktype","bookpnum","whogotate","bookownergot","bookownerate","bookownerate_flag","startdate_flag","practice_flag","capture_flag","frommemory"
18551,119321,2,0,0,0,7/4/2012,0,6,7,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",0,0,12,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,0,1,0,0,0,0,1
34493,119534,1,0,0,0,9/5/2012,0,9,4,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
9448,119621,1,0,0,0,5/17/2012,0,5,5,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",0,0,5.25,0,,0,0,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
9457,119621,1,0,0,0,5/14/2012,0,5,2,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,0,1,0,0,0,0,0,0
9458,119621,1,0,0,0,5/14/2012,0,5,2,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,0,1,0,0,0,0,0,0
30195,119678,1,0,0,0,8/21/2012,0,8,2,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,0,1,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
31575,119678,1,0,0,0,8/22/2012,0,8,3,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,0,1,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
31579,119678,1,0,0,0,8/23/2012,0,8,4,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,0,1,0,0,1,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
31585,119678,1,0,0,0,8/23/2012,0,8,4,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,6,,,,,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Primary",1,1,1,1,0,0,0,0,0
31586,119678,3,0,0,0,8/23/2012,0,8,4,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,6,,,,,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Primary",1,0,0,1,0,0,0,0,0
31593,119678,1,0,0,0,8/24/2012,0,8,5,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,0,1,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,0,1,0,0,0,0,0,0
31978,119678,1,0,0,0,8/25/2012,0,8,6,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
22804,119974,2,0,0,0,7/26/2012,0,7,2,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",0,0,5.85,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
38239,120078,1,0,0,0,9/17/2012,0,9,1,0,-996,3,,317,,,0,,,,-996,-996,-996,-996,-996,-996,0,".V",0,0,4.75,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
20265,111566,1,0,0,0,7/17/2012,0,7,7,0,3001766,2,,211,,,0,,,,4,0.420695694757883,0.502,2.67,0.502,9.82,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,1,0,0,0,1,1,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,5,1,"Primary",1,1,1,1,0,0,0,0,0
8251,117305,2,0,0,0,5/15/2012,0,5,1,0,3001766,2,,211,,,0,,,,4,7.02757505032892,9.39,17.75,-996,-996,0,".V",0,0,9.62,0,0.54,1,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
58860,109038,3,0,0,0,12/4/2012,0,12,2,0,3901268,2,,203,0,0,0,0,0,1,4,36.1424228613665,38.399,44.13,-996,-996,0,".V",0,0,4,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",3,1,1,1,0,0,0,0,0
69713,114510,4,0,0,0,12/7/2012,0,12,4,0,,2,,203,,,0,,,,9,,,,,,0,".V",0,0,5.98,0,,0,-996,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",4,1,1,1,0,0,0,1,0
35224,119637,1,0,0,0,9/7/2012,0,9,2,0,3901267,2,,203,,,0,,,,4,377.269410210395,,,,,0,".V",0,0,12.15,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,0,1,0,0,0,0,0,0
30371,110652,1,0,0,0,8/21/2012,0,8,7,0,2067209,2,,203,,,0,,,,6,0.0931475610952423,0.302,2.02,0.124,2.6,0,".V",0,0,3,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
44761,112607,2,0,0,0,10/13/2012,0,10,5,0,2067209,2,,203,,,0,,,,6,0.0454339587436944,0.294,1.98,0.044,1.03,0,".V",0,0,13,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,1
31155,115497,1,0,0,0,8/17/2012,0,8,1,0,2033066,2,,217,,,0,,,,6,4.92988859460542,6.989,13.22,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
31158,115497,1,0,0,0,8/19/2012,0,8,3,0,2033066,2,,217,,,0,,,,6,4.92988859460542,6.989,13.22,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
29514,110652,1,0,0,0,8/19/2012,0,8,5,0,,2,,220,,,0,,,,9,,,,,,0,".V",0,0,2.75,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
25260,101339,1,0,0,0,8/4/2012,0,8,1,0,3901269,2,,210,,,0,,,,4,0.713936633725348,0.824,2.2,0.824,16.23,0,".V",0,0,35,0,3.8,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,2,"Primary",1,1,1,1,0,0,0,0,0
56861,119382,1,0,0,0,12/3/2012,0,11,5,0,3901270,2,,212,,,0,,,,4,79.7559960235413,92.476,118.33,-996,-996,0,".V",0,0,5.3,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
43235,119433,1,0,0,0,10/8/2012,0,10,2,0,3006109,2,,219,,,0,,,,4,0.100663889448081,0.107,1,0.107,1.72,0,".V",0,0,2.4,0,-995,0,-996,0,0,0,1,1,0,0,0,0,0,0,0,0,2,-995,-995,-995,-995,-995,0,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,"Primary",1,-995,1,-995,0,0,0,2,0
66635,106861,1,0,0,0,10/22/2012,0,10,6,0,,2,,219,,,0,,,,9,,,,,,0,".V",0,1,,0,,0,-996,0,0,0,0,,,,,,,,,0,2,1,1,0,0,1,0,1,0,0,1,1,0,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,1,0
66636,106861,1,0,0,0,10/23/2012,0,10,7,0,,2,,219,,,0,,,,9,,,,,,0,".V",1,0,0,0,,0,-996,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,1,1,0,0,1,0,1,0,0,1,1,0,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,1,0
17108,103534,1,0,0,0,6/30/2012,0,6,4,0,,2,,211,,,0,,,,9,,,,,,0,".V",0,0,78,0,,0,,-996,0,0,0,,,,,,,,,4,3,,,,,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Primary",1,1,1,1,0,0,0,0,0
17112,103534,2,0,0,0,6/30/2012,0,6,4,0,3901271,2,,211,,,0,,,,4,2.93594315116394,3.777,8.88,-996,-996,0,".V",0,0,78,0,9.97,0,1,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,1,"Adult",2,1,1,1,0,0,0,0,0
63781,109075,3,0,0,0,9/15/2012,0,9,2,0,,4,,402,,,0,,,,9,,,,,,0,".V",0,0,3,5,-996,0,-996,0,-996,-996,0,,,,,,,,,4,1,0,0,1,0,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,-996,"Youth",3,1,1,1,0,0,0,1,0
57018,112852,1,0,0,0,9/14/2012,0,9,2,0,2028133,2,,208,,,0,,,,3,16.4054448017107,17.4,26,-996,-996,0,".V",0,0,18,0,,0,-996,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,"Primary",1,1,1,1,0,0,0,1,0
64660,114071,1,0,0,0,8/29/2012,0,8,5,0,2066365,2,,217,,,0,,,,5,1.17634978710217,2.007,6.62,-996,-996,0,".V",1,0,0,0,,0,-996,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,6,0,0,0,1,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,1,0
30521,114758,1,0,0,0,5/22/2012,0,5,4,0,2025723,2,,217,,,0,,,,6,0.855402177145834,0.894,4.88,0.894,17.32,0,".V",0,0,6.54,0,1,0,-996,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,1,0
13803,118084,1,0,0,0,6/11/2012,0,6,3,0,3901272,2,,213,,,0,,,,4,1.4825586967277,2.053,4.97,-996,-996,0,".V",0,0,11,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
37662,108414,2,0,0,0,9/16/2012,0,9,4,0,3901273,2,,212,,,0,,,,4,15.9267959503335,20.835,26.75,-996,-996,0,".V",0,0,15.84,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Adult",2,1,1,1,0,0,0,0,0
66296,107678,2,0,0,0,1/14/2013,0,1,7,0,3901274,2,,211,,,0,,,,4,15.7444659468195,18.345,24.43,-996,-996,0,".V",0,0,6.18,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
30134,113259,7,0,0,0,8/20/2012,0,8,6,0,3901275,1,,103,,,0,,,,4,0.78086223378687,0.843,2.52,0.844,16.35,0,".V",0,0,4.13,0,0,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,1,0,"Adult",7,1,1,1,0,0,0,0,0
21728,106629,1,0,0,0,7/21/2012,0,7,3,0,3005230,2,,211,,,0,,,,0,6.47959993123423,7.173,14.4,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,1,0,0,0,1,1,1,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,6,0,"Primary",1,1,1,1,0,0,0,0,0
46850,108122,1,0,0,0,10/19/2012,0,10,7,0,3901276,2,,211,,,0,,,,4,7.7095075551355,12.613,18,-996,-996,0,".V",0,0,24,0,4.45,0,1,-996,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
10428,111239,2,0,0,0,5/24/2012,2,5,7,0,3005230,2,,211,,,0,,,,0,5.67128790055004,7.932,15.17,-996,-996,0,".V",0,0,41.26,0,5,0,1,-996,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,0,0,1,0,1,0,0,0
27915,118455,1,0,0,0,8/13/2012,0,8,2,0,3901276,2,,211,,,0,,,,4,5.95237683187498,8.991,14.88,-996,-996,0,".V",0,0,17.54,0,3.64,0,1,-996,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
56522,119901,1,0,0,0,12/1/2012,0,12,1,0,2023461,2,,211,,,0,,,,6,4.74630263206881,6.935,14.65,-996,-996,0,".V",0,0,14,0,1,0,,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
6129,104453,1,0,0,0,4/25/2012,0,4,3,0,2040207,2,,206,,,0,,,,5,0.604497292872464,0.768,3.43,0.768,15.22,0,".V",0,0,6.89,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
25272,113644,1,0,0,0,8/4/2012,0,8,4,0,2040207,2,,206,,,0,,,,5,1.17271339783535,1.547,5.22,-996,-996,0,".V",0,0,17.33,0,,0,1,-996,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,5,0,"Primary",1,1,1,1,0,0,0,0,0
43501,114772,1,0,0,0,10/7/2012,0,10,5,0,2040207,2,,206,,,0,,,,6,1.17312411786659,1.556,5.23,-996,-996,0,".V",0,0,20.32,0,2,0,1,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,"Primary",1,1,1,1,0,0,0,0,0
59803,103440,1,0,0,0,5/16/2012,0,5,7,0,,4,,402,,,0,,,,9,,,,,,0,".V",0,0,8.38,0,,0,-996,4,0,0,2,1,0,0,0,1,0,0,0,0,1,,,,,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,1,0
66488,100012,4,0,0,0,1/13/2013,0,1,5,0,2037722,2,,211,,,0,,,,5,0.942155722961505,1.27,6.58,1.26,25.32,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Youth",4,1,1,1,0,0,0,0,0
6292,101057,1,0,0,0,4/30/2012,0,4,2,0,2010610,2,,211,,,0,,,,5,10.0934235620671,13.492,17.8,-996,-996,0,".V",0,0,12.48,7,,0,1,-996,0,1,0,,,,,,,,,4,1,0,0,1,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
6466,101057,1,0,0,0,5/2/2012,0,4,4,0,,2,,211,,,0,,,,9,,,,,,0,".V",0,0,3.89,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
19757,102326,1,0,0,0,7/13/2012,0,7,3,0,2010610,2,,211,,,0,,,,6,4.10523862605031,6.314,10.92,-996,-996,0,".V",0,0,23.45,0,2,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,0,0
47105,103186,1,0,0,0,10/21/2012,0,10,4,0,2081497,2,,211,,,0,,,,6,5.74640096850958,7.539,18.52,-996,-996,0,".V",0,0,26.35,0,4,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,1
66212,106280,2,0,0,0,1/13/2013,0,1,6,0,2037722,2,,211,,,0,,,,6,6.16006504266731,6.701,9.67,-996,-996,0,".V",0,0,12.76,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Adult",2,1,1,1,0,0,0,0,0
59424,107562,1,0,0,0,12/7/2012,0,12,5,0,2021671,2,,211,,,0,,,,6,1.58968113485055,2.062,4.9,-996,-996,0,".V",0,0,24.89,5,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
39058,108774,1,0,0,0,9/21/2012,0,9,7,0,3901277,2,,211,,,0,,,,4,11.3259670658519,14.411,16.93,-996,-996,0,".V",0,0,9.56,0,,0,1,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
19365,110461,2,0,0,0,7/12/2012,0,7,1,0,2021671,2,,211,,,0,,,,6,8.11325666903615,10.891,22.03,-996,-996,0,".V",0,0,10.61,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
20521,110461,2,0,0,0,7/17/2012,0,7,6,0,2021671,2,,211,,,0,,,,6,8.11325666903615,10.891,22.03,-996,-996,0,".V",0,0,11.11,0,2,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
64957,115816,1,0,0,0,1/4/2013,0,1,4,0,2010610,2,,211,,,0,,,,5,3.83955019370997,6.197,11.18,-996,-996,0,".V",0,0,27.91,0,1,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,4,0,"Primary",1,1,1,1,0,0,0,0,0
45154,119208,1,0,0,0,10/13/2012,0,10,5,0,2021671,2,,211,,,0,,,,6,1.21903587518622,1.67,3.82,-996,-996,0,".V",0,0,6.09,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,0,1,0,0,0,0,0,0
56623,119425,1,0,0,0,8/21/2012,0,8,1,0,,2,,211,,,0,,,,9,,,,,,0,".V",0,0,6.1,0,,0,-996,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,1,1,0
66495,119458,1,0,0,0,1/15/2013,0,1,2,0,2037722,2,,211,,,0,,,,6,0.896120807936749,1.119,6.18,1.109,22.73,0,".V",0,0,19.1,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,0,0
54149,118289,1,0,0,0,11/19/2012,0,11,1,0,2003299,2,,218,,,0,,,,6,16.0713111512466,21.121,23.03,-996,-996,0,".V",0,0,5.54,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
33230,102621,1,0,0,0,8/29/2012,0,8,4,0,,4,,402,,,0,,,,8,,,,,,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,1,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
36967,102583,4,0,0,0,9/14/2012,0,9,2,0,2014063,2,,205,,,0,,,,6,2.23917476538958,3.019,7.07,-996,-996,0,".V",1,0,0,0,,0,0,-996,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,1,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Youth",4,1,1,1,0,0,0,0,0
37780,102583,3,0,0,0,9/15/2012,0,9,3,0,2014063,2,,205,,,0,,,,6,2.23917476538958,3.019,7.07,-996,-996,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,0,1,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",3,1,1,1,0,0,0,0,0
57821,104199,2,0,0,0,12/2/2012,0,11,3,0,2014063,2,,205,,,0,,,,6,1.98768184313605,2.883,7.02,-996,-996,0,".V",0,0,18.74,0,2,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Adult",2,1,1,1,0,0,0,0,0
61127,109086,2,0,0,0,7/14/2012,0,7,3,0,,2,,219,,,0,,,,9,,,,,,0,".V",0,0,16.25,6,3,0,-996,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,"Adult",2,1,1,1,0,0,0,1,0
61751,113479,2,0,0,0,5/11/2012,0,5,2,0,,4,,402,,,0,,,,9,,,,,,0,".V",1,0,0,0,,0,-996,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Adult",2,1,1,1,0,0,0,1,0
61764,113479,1,0,0,0,5/11/2012,0,5,2,0,,4,,402,,,0,,,,9,,,,,,0,".V",0,0,20,0,3,0,-996,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,1,0
