"eventid","hhnum","whogotpnum","whogot_flag","athome","schoolmeal_flag","date","date_flag","startmon","daynum","daynum_flag","placeid","placecateg","placecateg_ers","placetype","placeedit_type","placeedit_filltype","chain","placeedit_spaces","placeedit_case","placeedit_name","placeclean_flag","placedist_s","placedist_d","placetime_d","placedist_w","placetime_w","placesnap","placesnaptype","free","free_flag2","totalpaid","totalpaid_flag","tipamt","tipamt_flag","receiptreportedph","receiptobserved","couponsreported","loyaltycard","paytypenum","cash","check","creditcard","debitcard","ebt_snap","ebt_tanf","giftcard","schoollunchcard","paytype_flag","iteminfotype","breakfast","lunch","dinner_supper","snack_drink","multmeals","meals_flag","atepnum1","atepnum2","atepnum3","atepnum4","atepnum5","atepnum6","atepnum7","atepnum8","atepnum9","atepnum10","atepnum11","atepnum12","atepnum13","atepnum14","numhhpeople","numotherpeople","booktype","bookpnum","whogotate","bookownergot","bookownerate","bookownerate_flag","startdate_flag","practice_flag","capture_flag","frommemory"
55220,111800,1,0,0,0,11/23/2012,0,11,2,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,21,0,0,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,0,1
67742,111800,1,0,0,0,11/26/2012,0,11,5,0,,2,,218,,,1,,,,8,,,,,,0,".V",0,0,20.78,0,0,0,-996,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,1,0
29985,111826,2,0,0,0,8/20/2012,0,8,5,0,2055598,2,,218,,,1,,,,6,0.499261308147403,0.678,2.55,0.678,13.17,0,".V",0,0,6,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Youth",2,1,1,1,0,0,0,0,0
54163,111838,1,0,0,0,11/20/2012,0,11,2,0,3902715,2,,218,,,1,,,,4,8.41863430840034,10.889,19,-996,-996,0,".V",0,0,7.84,0,0,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
25628,111855,1,0,0,0,8/6/2012,0,8,2,0,3902684,2,,218,,,1,,,,4,12.2968217502035,17.153,27.2,-996,-996,0,".V",0,0,7.02,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
47134,111960,1,0,0,0,10/19/2012,0,10,3,0,2057052,2,,218,,,1,,,,6,0.282448440126219,0.383,1.08,0.383,7.55,0,".V",0,0,13.45,0,0,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
16665,112024,3,0,0,0,6/19/2012,0,6,2,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,8.32,0,,0,0,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Adult",3,1,1,1,0,0,0,0,0
53805,112057,2,0,0,0,11/13/2012,0,11,1,0,2040743,2,,218,,,1,,,,5,0.83668081071157,1.993,6.65,1.8,35.52,0,".V",0,0,2.12,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
53806,112057,2,0,0,0,11/14/2012,0,11,2,0,2040743,2,,218,,,1,,,,5,0.83668081071157,1.993,6.65,1.8,35.52,0,".V",0,0,2.12,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
53808,112057,2,0,0,0,11/15/2012,0,11,3,0,2040743,2,,218,,,1,,,,5,0.83668081071157,1.993,6.65,1.8,35.52,0,".V",0,0,2.12,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
66954,112057,2,0,0,0,11/15/2012,0,11,3,0,2040743,2,,218,,,1,,,,6,0.83668081071157,1.993,6.65,1.8,35.52,0,".V",0,0,3.19,0,,0,-996,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Adult",2,1,1,1,0,0,0,1,0
9506,112119,1,0,0,0,5/21/2012,0,5,2,0,2014685,2,,218,,,1,,,,6,1.53343658621076,1.924,6.48,-996,-996,0,".V",0,0,14.31,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,2,"Primary",1,1,1,1,0,0,0,0,0
10611,112119,1,0,0,0,5/22/2012,0,5,3,0,2014685,2,,218,,,1,,,,6,1.53343658621076,1.924,6.48,-996,-996,0,".V",0,0,11.66,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
10613,112119,1,0,0,0,5/23/2012,0,5,4,0,2014685,2,,218,,,1,,,,5,1.53343658621076,1.924,6.48,-996,-996,0,".V",0,0,5.3,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
10614,112119,1,0,0,0,5/24/2012,0,5,5,0,2014685,2,,218,,,1,,,,5,1.53343658621076,1.924,6.48,-996,-996,0,".V",0,0,5.3,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
10615,112119,1,0,0,0,5/25/2012,0,5,6,0,2014685,2,,218,,,1,,,,5,1.53343658621076,1.924,6.48,-996,-996,0,".V",0,0,15.9,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
16018,112133,1,0,0,0,6/23/2012,0,6,5,0,3902676,2,,218,,,1,,,,4,36.9121119239714,49.193,55.45,-996,-996,0,".V",0,0,22.78,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,4,0,"Primary",1,1,1,1,0,0,0,0,0
67203,112144,1,0,0,0,1/22/2013,0,1,7,0,2082236,2,,218,,,1,,,,5,1.23173099344652,2.613,6.98,-996,-996,0,".V",0,0,11.03,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,0,0
35488,112196,1,0,0,0,9/8/2012,0,9,1,0,3005434,2,,218,,,1,,,,4,0.146221778248224,0.429,1.43,0.429,8.25,0,".V",0,0,7.06,0,,0,1,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
37075,112196,1,0,0,0,9/13/2012,0,9,6,0,3005434,2,,218,,,1,,,,4,0.146221778248224,0.429,1.43,0.429,8.25,0,".V",0,0,8.06,0,1,0,1,-996,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
40693,112224,1,0,0,0,9/27/2012,0,9,7,0,2007786,2,,218,,,1,,,,6,6.95299207845965,8.207,18.32,-996,-996,0,".V",0,0,23.76,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,4,0,"Primary",1,1,1,1,0,0,0,0,0
50500,112247,1,0,0,0,10/29/2012,0,10,6,0,2056573,2,,218,,,1,,,,0,0.420009469920116,0.647,2.2,0.639,12.42,0,".V",0,0,8.1,0,,0,1,-996,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
44623,112255,1,0,0,0,10/12/2012,0,10,6,0,2013704,2,,218,,,1,,,,6,1.87818044192192,2.222,7.68,-996,-996,0,".V",0,0,6.2,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,1,"Primary",1,1,1,1,0,0,0,0,0
44751,112341,1,0,0,0,10/12/2012,0,10,1,0,3902652,2,,218,,,1,,,,4,4.93407141610582,7.11,10.52,-996,-996,0,".V",0,0,18.02,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
66609,112365,1,0,0,0,11/21/2012,0,11,3,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,6.91,0,,0,-996,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,1,0
6781,112398,1,0,0,0,5/5/2012,0,5,5,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,7.95,0,,0,1,-996,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
27271,112436,1,0,0,0,8/10/2012,0,8,3,0,3902706,2,,218,,,1,,,,4,1.59676821549396,1.66,4.27,-996,-996,0,".V",0,0,5.3,0,,0,1,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
64493,112436,1,0,0,0,8/13/2012,0,8,6,0,2082912,2,,218,,,1,,,,6,0.721813083181106,0.775,3.8,0.769,15.67,0,".V",1,0,0,0,,0,-996,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,0,1,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Primary",1,1,1,1,0,0,0,1,0
30776,112445,1,0,0,0,8/21/2012,0,8,1,0,2023276,2,,218,,,1,,,,6,11.8995621910056,16.646,19.93,-996,-996,0,".V",0,0,25.86,0,,0,1,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,2,"Primary",1,1,1,1,0,0,0,0,0
11086,112473,1,0,0,0,5/28/2012,0,5,7,0,3003222,2,,218,,,1,,,,4,6.00676209359292,7.256,11.92,-996,-996,0,".V",0,0,11.83,0,,0,1,-996,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,1,"Primary",1,1,1,1,0,0,0,0,0
67985,112523,3,0,0,0,10/16/2012,0,10,1,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,8.79,0,-996,0,-996,0,-996,-996,0,,,,,,,,,4,1,0,0,1,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,-996,"Youth",3,1,1,1,0,0,0,1,0
12302,112573,1,0,0,0,6/2/2012,0,5,4,0,2016830,2,,218,,,1,,,,6,1.63857835812919,1.837,4.13,-996,-996,0,".V",0,0,15.66,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,"Primary",1,1,1,1,0,0,0,0,0
29202,112657,1,0,0,0,8/16/2012,0,8,4,0,2040804,2,,218,,,1,,,,6,6.6016867989713,7.251,13.67,-996,-996,0,".V",0,0,38.43,0,0,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,4,0,"Primary",1,1,1,1,0,0,0,0,0
56310,112664,2,0,0,0,11/29/2012,0,11,4,0,2057298,2,,218,,,1,,,,6,2.44162773807246,4.028,10,-996,-996,0,".V",0,0,20.79,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,1,"Adult",2,1,1,1,0,0,0,0,0
63713,112668,3,0,0,0,8/8/2012,0,8,5,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,7.85,0,-996,0,-996,4,-996,-996,0,,,,,,,,,4,1,0,1,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,-996,"Youth",3,1,1,1,0,0,0,1,0
63723,112668,5,0,0,0,8/8/2012,0,8,5,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,5.41,0,,0,-996,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",5,1,1,1,0,0,0,1,0
66698,112673,1,0,0,0,10/22/2012,0,10,6,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,9.75,0,0,0,-996,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,1,0
18347,112722,1,0,0,0,6/29/2012,0,6,1,0,2077621,2,,218,,,1,,,,6,1.22638875296147,1.394,4.82,-996,-996,0,".V",0,0,10.66,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,1,1,0,0,0,0,0
39772,112861,1,0,0,0,9/22/2012,0,9,4,0,2085179,2,,218,,,1,,,,6,0.697729348726629,0.864,2.58,0.817,16.3,0,".V",0,0,6.34,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
39773,112861,1,0,0,0,9/24/2012,0,9,6,0,2085179,2,,218,,,1,,,,6,0.697729348726629,0.864,2.58,0.817,16.3,0,".V",0,0,6.34,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
49358,112868,6,0,0,0,10/24/2012,0,10,2,0,2001059,2,,218,,,1,,,,6,3.35191923170558,5.043,8.97,-996,-996,0,".V",0,0,5.3,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",6,1,1,1,0,0,0,0,0
49360,112868,6,0,0,0,10/26/2012,0,10,4,0,2001059,2,,218,,,1,,,,5,3.35191923170558,5.043,8.97,-996,-996,0,".V",0,0,5.3,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",6,1,1,1,0,0,0,0,0
67624,112868,1,0,0,0,10/24/2012,0,10,2,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,5.3,0,,0,-996,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Primary",1,1,1,1,0,0,0,1,0
11612,112946,2,0,0,0,5/31/2012,0,5,5,0,2080073,2,,218,,,1,,,,6,3.94473991297716,4.654,9.02,-996,-996,0,".V",0,0,6.07,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
11987,112946,1,0,0,0,6/2/2012,0,5,7,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,5.87,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,0,1,0,0,0,0,0,0
68894,113035,3,0,0,0,10/24/2012,0,10,1,0,2031563,2,,218,,,1,,,,6,4.30162222886384,5.904,11.73,-996,-996,0,".V",0,0,1.82,0,,0,-996,4,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",3,1,1,1,0,0,0,1,0
68897,113035,3,0,0,0,10/24/2012,0,10,1,0,2031563,2,,218,,,1,,,,6,4.30162222886384,5.904,11.73,-996,-996,0,".V",0,0,5.1,0,,0,-996,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",3,1,1,1,0,0,0,1,0
6256,113036,1,0,0,0,4/27/2012,0,4,1,0,2045367,2,,218,,,1,,,,6,2.82266235320549,3.355,8.3,-996,-996,0,".V",0,0,7.16,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
6278,113036,2,0,0,0,4/27/2012,0,4,1,0,2045367,2,,218,,,1,,,,5,2.82266235320549,3.355,8.3,-996,-996,0,".V",0,0,7.16,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
45672,113056,1,0,0,0,10/16/2012,0,10,2,0,2018839,2,,218,,,1,,,,6,8.70609571418529,10.276,16.9,-996,-996,0,".V",0,0,6.48,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
35076,113057,5,0,0,0,9/5/2012,0,9,4,0,2041250,2,,218,,,1,,,,6,1.18802556891092,1.66,5.9,-996,-996,0,".V",0,0,7.81,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Youth",5,1,1,1,0,0,0,0,0
35618,113057,5,0,0,0,9/6/2012,0,9,5,0,2041250,2,,218,,,1,,,,5,1.18802556891092,1.66,5.9,-996,-996,0,".V",0,0,8,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Youth",5,1,1,1,0,0,0,0,0
35619,113057,5,0,0,0,9/7/2012,0,9,6,0,2041250,2,,218,,,1,,,,6,1.18802556891092,1.66,5.9,-996,-996,0,".V",0,0,7.81,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,,"Youth",5,1,1,1,0,0,0,0,0
57262,113057,5,0,0,0,9/4/2012,0,9,3,0,2041250,2,,218,,,1,,,,6,1.18802556891092,1.66,5.9,-996,-996,0,".V",0,0,7.65,0,-996,0,-996,,-996,-996,0,,,,,,,,,4,1,0,1,0,0,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,-996,"Youth",5,1,1,1,0,0,0,1,0
67700,113149,1,0,0,0,11/28/2012,0,11,1,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,5,0,,0,-996,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,1,1,0
44819,113150,1,0,0,0,10/13/2012,0,10,4,0,3902675,2,,218,,,1,,,,4,18.3787435628112,33.857,40.68,-996,-996,0,".V",0,0,6.29,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
7756,113172,1,0,0,0,5/11/2012,0,5,1,0,3902663,2,,218,,,1,,,,4,28.6585757733558,32.396,35.87,-996,-996,0,".V",0,0,4.64,0,,0,1,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
26390,113172,1,0,0,0,5/14/2012,0,5,4,0,3902754,2,,218,,,1,,,,4,31.3497124525729,37.354,41.02,-996,-996,0,".V",0,0,7.77,0,,0,-996,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,1,0
43280,113212,1,0,0,0,10/8/2012,0,10,2,0,2011836,2,,218,,,1,,,,6,1.19794178513796,1.351,3.25,-996,-996,0,".V",0,0,14.15,0,,0,0,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,,"Primary",1,1,1,1,0,0,0,0,1
27241,113251,1,0,0,0,8/11/2012,0,8,1,0,,2,,218,,,1,,,,9,,,,,,0,".V",1,0,0,0,,0,0,-996,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,1,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,0,0
59896,113251,4,0,0,0,8/11/2012,0,8,1,0,3902719,2,,218,,,1,,,,4,18.405564558445,24.683,32.4,-996,-996,0,".V",1,0,0,0,-996,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,5,0,1,0,0,0,0,0,0,0,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,-996,"Youth",4,1,1,1,0,0,0,1,0
34620,113286,2,0,0,0,9/5/2012,0,9,5,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,7.16,0,,0,0,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,0,0
63492,113354,1,0,0,0,12/21/2012,0,12,2,0,2024226,2,,218,,,1,,,,6,0.66244265991943,1.392,5.53,0.894,17.47,0,".V",0,0,15,0,,0,0,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,0,1,0,0,0,0,0,0
67523,113354,2,1,0,0,12/20/2012,0,12,1,0,,2,,218,,,1,,,,9,,,,,,0,".V",0,0,13,0,,0,-996,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,2,0,"Primary",1,1,0,0,0,0,0,1,0
42264,113435,1,0,0,0,8/20/2012,0,8,6,0,2068785,2,,218,,,1,,,,0,1.33643943621362,1.502,4.75,-996,-996,0,".V",0,0,9.41,0,-995,0,-996,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-995,-995,-995,-995,-995,0,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,-995,"Primary",1,-995,1,-995,0,0,0,2,0
31206,113459,2,0,0,0,5/20/2012,0,5,4,0,3003161,2,,218,,,1,,,,4,0.692299257023266,1.136,3.08,1.122,23.15,0,".V",0,0,6.06,0,,0,-996,4,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,0,0,0,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Adult",2,1,1,1,0,0,0,1,0
28663,113463,1,0,0,0,8/16/2012,0,8,2,0,2021020,2,,218,,,1,,,,6,1.91193740078829,2.614,8.27,-996,-996,0,".V",0,0,6.44,0,,0,1,-996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
30259,113463,1,0,0,0,8/20/2012,0,8,6,0,2021020,2,,218,,,1,,,,6,1.91193740078829,2.614,8.27,-996,-996,0,".V",0,0,5.55,0,,0,1,-996,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,0,0
57420,113463,1,0,0,0,8/20/2012,0,8,6,0,2021020,2,,218,,,1,,,,6,1.91193740078829,2.614,8.27,-996,-996,0,".V",0,0,5.55,0,,0,-996,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,0,"Primary",1,1,1,1,0,0,0,1,0
47586,113489,1,0,0,0,10/20/2012,0,10,3,0,,2,,218,,,1,,,,8,,,,,,0,".V",0,0,16.91,0,,0,1,-996,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,3,0,"Primary",1,1,1,1,0,0,0,0,0
