"hhnum","eventid","itemnum","bundlenum","bundletype","menugrp","nonschmealitem","itemdesc","itemdescsource","quantity","quantity_flag","size","size_flag","sizeunit","sizeunit_flag","sizerelative","gramstotal","additem_flag","itemcost","itemcost_flag","totitemcost","free","free_flag2","impitemcost","impcostmethod","imptotcost"
100012,65766,1,,,"TOP",-996,"Double Cheeseburger",7,1,0,,0,,0,,165,0,0,0,0,1,0,,-996,
100012,65767,1,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",5,3,0,12,0,"OZ",1,,1108.8,0,0.5,0,1.5,0,0,,-996,
100012,65768,4,,,"SCH",0,"PICKLE",5,1,0,,0,,0,,25.125283674257,0,0,0,0,0,0,,-996,
100012,65768,3,,,"SCH",0,"TURKEY SANDWICH",5,1,0,,0,,0,,154.09380314502,0,0,0,0,0,0,,-996,
100012,65768,2,,,"BEV",0,"JUICE, APPLE",5,1,0,6,0,"OZ",1,,135.396570011446,0,0,0,0,0,0,,-996,
100012,65768,6,,,"SCH",0,"COOL RANCH DORITOS",6,1,0,1,0,"OZ",1,,31.8186428571428,0,0.5,0,0.5,0,0,,-996,
100012,65768,1,,,"SCH",0,"SAUSAGE BISCUIT",5,1,0,,0,,0,,121.388834951456,0,0,0,0,0,0,,-996,
100012,65768,5,,,"BEV",0,"JUICE, APPLE",5,2,0,6,0,"OZ",1,,270.793140022892,0,0,0,0,0,0,,-996,
100012,65771,1,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",5,1,0,12,0,"OZ",1,,369.6,0,0.5,0,0.5,0,0,,-996,
100012,65772,1,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",5,1,0,20,0,"OZ",1,,616,0,1.52,0,1.52,0,0,,-996,
100012,65793,8,,,"SCH",0,"COOL RANCH DORITOS",6,1,0,,0,,0,,31.8186428571428,0,0.5,0,0.5,1,4,,-996,
100012,65793,1,,,"SCH",0,"STRAWBERRY POPTART",6,1,0,,0,,0,,85.6298817567571,0,0,0,0,1,4,,-996,
100012,65793,6,,,"BEV",0,"JUICE, APPLE",5,1,0,6,0,"OZ",1,,135.396570011446,0,0,0,0,1,4,,-996,
100012,65793,5,,,"SCH",0,"CHEETOS",6,1,0,1,0,"OZ",1,,28.67824933687,0,0,0,0,1,4,,-996,
100012,65793,7,,,"SCH",0,"CHEETOS",6,1,0,,0,,0,,28.67824933687,0,0.5,0,0.5,1,4,,-996,
100012,65793,2,,,"BEV",0,"JUICE, APPLE",5,1,0,6,0,"OZ",1,,135.396570011446,0,0,0,0,1,4,,-996,
100012,65793,4,,,"SCH",0,"FRENCH FRIES",5,1,0,,0,,0,,72.690590500642,0,0,0,0,1,4,,-996,
100012,65793,3,,,"SCH",0,"SPAGHETTI OR PASTA WITH SAUCE",5,1,0,,0,,0,,238.033890675241,0,0,0,0,1,4,,-996,
100012,65794,3,,,"SCH",0,"POTATO CHIPS",5,1,0,,0,,0,,28.67824933687,0,0.5,0,0.5,0,0,,-996,
100012,65794,1,,,"SCH",0,"SAUSAGE BISCUIT",5,1,0,,0,,0,,121.388834951456,0,0,0,0,0,0,,-996,
100012,65794,4,,,"GEN",1,"CRUNCH BAR",6,1,0,,0,,0,,15.9,0,0.25,0,0.25,0,0,,-996,
100012,65794,2,,,"BEV",0,"WATER, NFS",5,1,0,,0,,0,,291.0915625,0,0.75,0,0.75,0,0,,-996,
100012,65795,5,,,"SCH",0,"POTATO CHIPS",5,1,0,,0,,0,,28.67824933687,0,1,0,1,0,0,,-996,
100012,65795,1,,,"SCH",0,"SAUSAGE BISCUIT",5,1,0,,0,,0,,121.388834951456,0,0,0,0,0,0,,-996,
100012,65795,3,,,"SCH",0,"ICE CREAM SANDWICH OR BAR (ANY TYPE)",5,1,0,,0,,0,,68.8480769230769,0,0,0,0,0,0,,-996,
100012,65795,4,,,"BEV",0,"WATER, NFS",5,1,0,,0,,0,,291.0915625,0,1,0,1,0,0,,-996,
100012,65795,2,,,"SCH",0,"BBQ RIB SANDWICH",6,1,0,,0,,0,,156.956376146789,0,0,0,0,0,0,,-996,
100012,65796,1,,,"TOP",-996,"Pepperoni, Pan Pizza",7,2,0,,0,,0,,2048,0,0,0,0,1,0,,-996,
100012,66217,1,,,"SCH",0,"STRAWBERRY POP TART",6,2,0,,0,,0,,171.259763513514,0,0,0,0,1,0,,-996,
100012,66217,2,,,"BEV",0,"JUICE, APPLE",5,1,0,4,0,"OZ",1,,135.396570011446,0,0,0,0,1,0,,-996,
100012,66218,3,,,"SCH",0,"HALF CHILL PEAR",6,1,0,,0,,0,,121.704482758621,0,0,0,0,1,0,,-996,
100012,66218,1,,,"SCH",0,"CORN DOG",5,1,0,6,0,"SMALL",0,,94.7235152487966,0,0,0,0,1,0,,-996,
100012,66218,6,1,6,"SCH",0,"GARDEN SALAD",6,1,0,,0,,0,,42.5705758426966,2,0,0,0,1,0,,-996,
100012,66218,5,,,"BEV",0,"JUICE, APPLE",5,1,0,4,0,"OZ",1,,135.396570011446,0,0,0,0,1,0,,-996,
100012,66218,2,,,"SCH",0,"CHEESEY BROCCOLI",6,1,0,,0,,0,,90.8117770034843,0,0,0,0,1,0,,-996,
100012,66218,4,,,"SCH",0,"JELLO",6,1,0,2,0,"OZ",1,,113.629489051095,0,0,0,0,1,0,,-996,
100012,66218,7,1,6,"SCH",0,"DRESSING",6,1,0,,0,,0,,33.5202733118969,2,0,5,0,1,0,,-996,
100012,66219,1,,,"SCH",0,"CHIPS (OTHER OR UNKNOWN TYPE)",5,1,0,,0,,0,,28.67824933687,0,0.5,0,0.5,0,0,,-996,
100012,66219,2,,,"SCH",0,"CHEETOS",6,2,0,,0,,0,,57.35649867374,0,0.5,0,1,0,0,,-996,
100012,66223,1,,,"BEV",-996,"DIET SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",5,3,0,12,0,"OZ",1,,1065.6,0,0.5,0,1.5,0,0,,-996,
100012,66224,1,,,"GEN",-996,"HONEY BUN",6,1,0,,0,,0,,96.9,0,0.54,0,0.54,0,0,,-996,
100012,66478,2,,,"BEV",0,"JUICE, APPLE",5,1,0,4,0,"OZ",1,,135.396570011446,0,0,0,0,1,0,,-996,
100012,66478,1,,,"SCH",0,"POP TART",6,1,0,2,0,"PIECE",0,,85.6298817567571,0,0,0,0,1,0,,-996,
100012,66479,4,,,"SCH",0,"ICE CREAM SANDWICH OR BAR (ANY TYPE)",5,1,0,,0,,0,,68.8480769230769,0,0,0,0,1,0,,-996,
100012,66479,3,,,"SCH",0,"PEACH SLICES",6,1,0,2,0,"SLICE",0,,122.93093725794,0,0,0,0,1,0,,-996,
100012,66479,2,,,"SCH",0,"GARDEN SALAD",6,1,0,,0,,0,,42.5705758426966,0,0,0,0,1,0,,-996,
100012,66479,5,,,"BEV",0,"JUICE, APPLE",5,1,0,4,0,"OZ",1,,135.396570011446,0,0,0,0,1,0,,-996,
100012,66479,1,,,"SCH",0,"PIZZA, CHEESE",5,1,0,1,0,"SLICE",0,,143.766286370597,0,0,0,0,1,0,,-996,
100012,66480,1,,,"SCH",0,"POP TART",6,1,0,2,0,"PIECE",0,,85.6298817567571,0,0,0,0,1,0,,-996,
100012,66480,2,,,"BEV",0,"JUICE, APPLE",5,1,0,4,0,"OZ",1,,135.396570011446,0,0,0,0,1,0,,-996,
100012,66481,4,,,"SCH",0,"ORANGE",5,1,0,,0,,0,,115.091588132635,0,0,0,0,1,0,,-996,
100012,66481,3,,,"SCH",0,"MASHED POTATOES",5,1,0,1,0,"SERVING",0,,109.936444444444,0,0,0,0,1,0,,-996,
100012,66481,1,,,"SCH",0,"STEAK",6,1,0,,0,,0,,68.5897222222222,0,0,0,0,1,0,,-996,
100012,66481,5,,,"BEV",0,"JUICE, APPLE",5,1,0,4,0,"OZ",1,,135.396570011446,0,0,0,0,1,0,,-996,
100012,66481,2,,,"SCH",0,"LIMA BEANS",6,1,0,1,0,"SERVING",0,,78.8196296296296,0,0,0,0,1,0,,-996,
100012,66487,2,,,"BEV",-996,"REGULAR SODA, DR PEPPER, ROOT BEER",5,1,0,1,0,"MEDIUM",0,"MEDIUM",614,0,0,0,0,1,0,,-996,
100012,66487,1,,,"TOP",-996,"Mexican Pizza",7,1,0,1,0,"SERVING",0,,213,0,0,0,0,1,0,,-996,
100012,66488,1,,,"GEN",-996,"WAFFLE (PLAIN OR FLAVORED)",5,1,0,2,0,"PIECE",0,,157,0,0,0,0,1,0,,-996,
100012,66489,1,,,"SCH",0,"SAUSAGE AND BISCUIT",6,1,0,,0,,0,,121.388834951456,0,0,0,0,1,0,,-996,
100012,66490,1,,,"SCH",0,"GRILLED SANDWICH",6,2,0,,0,,0,,307.55396031746,0,0,0,0,1,0,,-996,
100012,66490,2,,,"SCH",0,"GREEN BEANS",5,1,0,1,0,"SERVING",0,,63.1119198664441,0,0,0,0,1,0,,-996,
100012,66490,3,,,"SCH",0,"GREEN APPLE",6,1,0,,0,,0,,113.889793814433,0,0,0,0,1,0,,-996,
100012,66491,1,,,"SCH",0,"SAUSAGE AND BISCUIT",6,1,0,,0,,0,,121.388834951456,0,0,0,0,1,0,,-996,
100012,70644,2,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",6,1,0,12,0,"OZ",1,,369.6,0,0.5,0,0.5,0,0,,-996,
100012,70644,1,,,"GEN",-996,"GRAVY AND BISCUIT",6,1,0,,0,,0,,255,0,2.8,0,2.8,0,0,,-996,
100012,70645,1,,,"GEN",-996,"GRILLED CHICKEN WITH BELLSAN PEPPERS ONIONS WITH CHEESE SAUCE OVER IT",6,1,0,,0,,0,,593,0,5.5,0,5.5,0,0,,-996,
100012,70645,2,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",6,4,0,12,0,"OZ",1,,1478.4,0,0.5,0,2,0,0,,-996,
100012,70646,3,,,"GEN",-996,"CHOCOLATE MILKSHAKE",6,1,0,12,0,"OZ",1,,282,0,,0,,0,0,3,3,3
100012,70646,1,,,"GEN",-996,"RIBEYE STEAK SANDWICH WITH LETTUCE TOMATO MAYONNAISE",6,1,0,,0,,0,,492,0,,0,,0,0,6.15,3,6.15
100012,70646,2,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",6,1,0,8,0,"OZ",1,,245.6,0,,0,,0,0,1.13,3,1.13
100012,70647,2,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",6,3,0,12,0,"OZ",1,,1108.8,0,0.5,0,1.5,0,0,,-996,
100012,70647,1,,,"GEN",-996,"BISCUIT GRAVY",6,1,0,,0,,0,,255,0,2.8,0,2.8,0,0,,-996,
100012,70649,1,,,"GEN",-996,"HONEY BUN",6,1,0,,0,,0,,96.9,0,0.54,0,0.54,0,0,,-996,
100012,70650,1,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",6,3,0,12,0,"OZ",1,,1108.8,0,0.4,0,1.2,0,0,,-996,
100015,32427,3,,,"TOP",-996,"Cajun Rice",7,1,0,1,6,"MEDIUM",0,"MEDIUM",170,0,0,0,0,1,0,,-996,
100015,32427,2,,,"TOP",-996,"BAKED BEANS",6,1,0,1,6,"MEDIUM",0,"MEDIUM",138,0,0,0,0,1,0,,-996,
100015,32427,1,,,"TOP",-996,"BAKED CHICKEN",6,1,0,1,6,"SMALL",0,"SMALL",778,0,0,0,0,1,0,,-996,
100015,32751,2,,,"GEN",-996,"BEANS AND RICE",6,1,0,,0,,0,,265.535704697987,0,0,0,0,1,0,,-996,
100015,32751,4,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,,0,,0,,408.99695281894,0,0,0,0,1,0,,-996,
100015,32751,3,,,"GEN",-996,"CAKE",6,1,0,,0,,0,,68.8214285714286,0,0,0,0,1,0,,-996,
100015,32751,1,,,"GEN",-996,"PORK CHOP",6,1,0,,0,,0,,44.5766666666667,0,0,0,0,1,0,,-996,
100015,33378,1,1,3,"TOP",-996,"NS COMBO",6,1,0,,0,,0,,83,0,3.69,0,3.69,0,0,,-996,
100015,33378,3,1,3,"TOP",-996,"French Fries, Salted, Value",7,1,4,,0,,0,"KIDS",89,1,0,5,0,0,0,,-996,
100015,33378,2,1,3,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,32,0,"OZ",1,,491,0,1.69,0,1.69,0,0,,-996,
100015,62507,1,,,"GEN",-996,"PLATE LUNCH",6,1,0,,0,,0,,312,0,0,5,0,1,0,,-996,
100015,62508,1,,,"GEN",-996,"MUSCA DINE",6,1,3,,0,,0,,1965,0,8.49,0,8.49,0,0,,-996,
100015,62509,3,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",6,1,0,12,0,"OZ",1,,368.4,0,0,5,0,1,0,,-996,
100015,62509,2,,,"GEN",-996,"RED BEAN AND RICE",6,1,0,16,0,"OZ",1,,453.6,0,0,5,0,1,0,,-996,
100015,62509,1,,,"GEN",-996,"PORK CHOP",6,1,0,,0,,0,,44.5766666666667,0,0,5,0,1,0,,-996,
100015,62512,5,,,"GEN",-996,"A SLICE OF CAKE",6,1,0,1,6,"SLICE",2,,283.5,0,,0,,0,0,,0,
100015,62512,3,,,"GEN",-996,"MUSTARD",5,1,9,,0,,0,,396.9,0,,0,,0,0,,0,
100015,62512,2,,,"GEN",-996,"RED BEAN AND RICE",6,1,9,,0,,0,,175.8,0,,0,,0,0,,0,
100015,62512,6,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,,0,,0,,2075.32,0,,0,,0,0,,0,
100015,62512,4,,,"GEN",-996,"BREAD",6,1,1,2,5,"PIECE",1,,467.8,0,,0,,0,0,,0,
100015,62512,1,,,"GEN",-996,"FRIED CHICKEN",6,1,1,2,5,"PIECE",1,,453.6,0,,0,,0,0,,0,
100015,62514,1,,,"GEN",-996,"MUSCADINE GRAPE",6,1,0,,0,,0,,1948.8,0,8.42,0,8.42,0,0,,-996,
100015,62514,2,,,"GEN",-996,"M AND M'S",6,1,0,1.74,0,"OZ",1,,49.329,0,2.1,0,2.1,0,0,,-996,
100015,62516,5,,,"GEN",-996,"BREAD (ANY TYPE)",5,1,6,2,0,"SLICE",0,,38.5754716981132,0,0,5,0,1,0,,-996,
100015,62516,6,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,6,,0,,0,,408.99695281894,0,0,5,0,1,0,,-996,
100015,62516,3,,,"GEN",-996,"POTATO SALAD",6,1,6,,0,,0,,136.194734299517,0,0,5,0,1,0,,-996,
100015,62516,2,,,"GEN",-996,"RICE DRESSING",6,1,6,,0,,0,,73.0625,0,0,5,0,1,0,,-996,
100015,62516,1,,,"GEN",-996,"BBQ CHICKEN LEG",6,1,6,,0,,0,,104.406967741936,0,0,5,0,1,0,,-996,
100015,62516,4,,,"GEN",-996,"GREEN BEAN",6,1,6,,0,,0,,65.8892307692308,0,0,5,0,1,0,,-996,
100015,62517,6,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,6,,0,,0,,408.99695281894,0,0,5,0,1,0,,-996,
100015,62517,1,,,"GEN",-996,"PORK CHOP",6,1,6,,0,,0,,44.5766666666667,0,0,5,0,1,0,,-996,
100015,62517,4,,,"GEN",-996,"POTATO SALAD",6,1,6,,0,,0,,136.194734299517,0,0,5,0,1,0,,-996,
100015,62517,2,,,"GEN",-996,"RED BEAN AND RICE",6,1,6,,0,,0,,250.4873125,0,0,5,0,1,0,,-996,
100015,62517,3,,,"GEN",-996,"CANDY YAM",6,1,6,,0,,0,,132.622321428571,0,0,5,0,1,0,,-996,
100015,62517,5,,,"GEN",-996,"BREAD (ANY TYPE)",5,1,6,2,0,"SLICE",0,,38.5754716981132,0,0,5,0,1,0,,-996,
100024,13424,4,,,"TOP",-996,"Sweet Life Chocolate Chip Cookie",7,1,0,,0,,0,,32,0,0,0,0,0,0,1.59,5,1.59
100024,13424,2,,,"TOP",-996,"Potato Wedges",7,1,0,1,0,"MEDIUM",0,"MEDIUM",108,0,1,0,1,0,0,,-996,
100024,13424,3,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",5,1,0,1,0,"MEDIUM",0,"MEDIUM",616,0,0,0,0,0,0,2.52,5,2.52
100024,13424,1,,,"TOP",-996,"Honey BBQ Sandwich",7,1,0,,0,,0,,161,0,,1,,0,0,4.68,1,4.68
100024,13425,5,,,"BEV",-996,"WATER, NFS",5,1,0,9,0,"OZ",1,,266.4,0,0,0,0,1,0,,-996,
100024,13425,4,,,"GEN",-996,"CORN ON THE COB",6,1,0,1,0,"MEDIUM",0,,84.8871428571429,0,0,0,0,1,0,,-996,
100024,13425,2,,,"GEN",-996,"DINNER ROLL",6,1,0,,0,,0,,50.1695306770961,0,0,0,0,1,0,,-996,
100024,13425,1,,,"GEN",-996,"SIRLOIN STEAK",6,1,0,8,0,"OZ",1,,226.8,0,0,0,0,1,0,,-996,
100024,13425,3,,,"GEN",-996,"TWICE BAKED POTATO",6,1,0,1,0,"MEDIUM",0,,174.27972972973,0,0,0,0,1,0,,-996,
100024,14182,3,,,"BEV",-996,"SANGRIA",6,1,0,12,0,"OZ",1,,348,0,0,0,0,1,0,,-996,
100024,14182,1,,,"GEN",-996,"CHICKEN WINGS",5,1,1,12,5,"EACH",1,,450,0,0,0,0,1,0,,-996,
100024,14182,2,,,"GEN",-996,"FRIES",6,1,0,1,6,"LARGE",0,,117,0,0,0,0,1,0,,-996,
100024,14183,2,,,"TOP",-996,"Italian Night Club Sandwich",7,1,0,,0,,0,,410,0,5.25,0,5.25,0,0,,-996,
100024,14183,1,,,"TOP",-996,"Country Club Sandwich",7,1,0,,0,,0,,385,0,5.25,0,5.25,0,0,,-996,
100024,14185,2,,,"GEN",-996,"FRIED ICE CREAM",6,1,0,,0,,0,,131,0,0,0,0,0,0,3,5,3
100024,14185,1,,,"GEN",-996,"NACHOS, CHEESE, MEAT AND OTHER TOPPINGS",5,1,0,,0,,0,,462,0,,1,,0,0,6.08,2,6.08
100024,14185,3,,,"BEV",-996,"WATER, NFS",5,1,0,12,0,"OZ",1,,355.2,0,0,0,0,0,0,0,5,0
100024,14186,1,,,"TOP",-996,"NACHOS, CHEESE, MEAT AND OTHER TOPPINGS",5,1,0,,0,,0,,71,0,,1,,0,0,2.29,2,2.29
100024,14186,2,,,"BEV",-996,"RASPBERRY ICE TEA",6,1,0,12,0,"OZ",1,"SMALL",622,0,0,0,0,0,0,,-996,
100024,14187,2,,,"TOP",-996,"Guacamole, for Chips & Dip",7,1,0,1,6,"CUP",0,,108,0,1.19,0,1.19,0,0,,-996,
100024,14187,1,,,"TOP",-996,"NACHOS, CHEESE, MEAT AND OTHER TOPPINGS",5,1,0,,0,,0,,71,0,6.49,0,6.49,0,0,,-996,
100026,19877,3,,,"GEN",-996,"CORN BREAD BOWL",6,1,0,1,6,"BOWL",0,,69.9961206896552,0,0,0,0,1,0,,-996,
100026,19877,2,,,"GEN",-996,"PHILLY STEAK",6,1,0,9,0,"OZ",1,,255.15,0,0,0,0,1,0,,-996,
100026,19877,5,,,"GEN",-996,"CHILI FRIES",6,1,0,10,0,"PIECE",0,,227.107142857143,0,0,0,0,1,0,,-996,
100026,19877,6,,,"GEN",-996,"ICE CREAM CONE",5,1,0,4.3,0,,0,,100.882352941176,0,0,0,0,1,0,,-996,
100026,19877,4,,,"GEN",-996,"CHICKEN FINGERS",6,1,0,,0,,0,,106.108165467626,0,0,0,0,1,0,,-996,
100026,19877,1,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",6,1,0,12,0,"OZ",1,,369.6,0,0,0,0,1,0,,-996,
100026,19880,6,,,"GEN",-996,"SLIM JIM",6,5,0,0.28,0,"OZ",1,,39.69,0,0,0,0,1,0,,-996,
100026,19880,1,,,"BEV",-996,"REGULAR SODA, DR PEPPER, ROOT BEER",5,1,0,12,0,"OZ",1,,368.4,0,0,0,0,1,0,,-996,
100026,19880,4,,,"GEN",-996,"CHILI FRIES",6,1,0,10,0,"PIECE",0,,227.107142857143,0,0,0,0,1,0,,-996,
100026,19880,5,,,"GEN",-996,"ICE CREAM CONE",5,1,0,,0,,0,,100.882352941176,0,0,0,0,1,0,,-996,
100026,19880,2,,,"GEN",-996,"CHILI STEAK HOT POCKET",6,1,0,,0,,0,,162.889893617021,0,0,0,0,1,0,,-996,
100026,19880,3,,,"GEN",-996,"CHICKEN FINGERS",6,1,0,3,0,"PIECE",0,,106.108165467626,0,0,0,0,1,0,,-996,
100026,20545,2,,,"GEN",-996,"CANDY (ANY TYPE)",5,2,0,,0,,0,,47.9977777777778,0,0,0,0,0,0,,-996,
100026,20545,1,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",5,1,0,20,0,"OZ",1,,616,0,4.38,0,4.38,0,0,,-996,
100026,21301,3,,,"BEV",-996,"REGULAR SODA, DR PEPPER, ROOT BEER",5,1,0,1,6,"SMALL",0,"SMALL",614,0,1.59,0,1.59,0,0,,-996,
100026,21301,2,,,"BEV",-996,"REGULAR SODA, DR PEPPER, ROOT BEER",5,1,0,1,6,"LARGE",0,"LARGE",1228,0,2.09,0,2.09,0,0,,-996,
100026,21301,1,,,"TOP",-996,"Crispy Chicken Caesar Wrap",7,5,0,,0,,0,,785,0,0.99,0,4.95,0,0,,-996,
100026,21301,4,,,"TOP",-996,"French Fries",7,1,0,1,6,"SMALL",0,"SMALL",108,0,1.59,0,1.59,0,0,,-996,
100026,21306,1,,,"BEV",-996,"SPORTS DRINK (GATORADE, POWERADE, OR ANY TYPE)",5,2,0,32,0,"OZ",1,,1952,0,2.69,0,5.38,0,0,,-996,
100026,69967,4,,,"GEN",-996,"FRENCH FRIES CHILI AND CHEESE",6,10,0,,0,,0,,1853.58181818182,0,0,5,0,1,0,,-996,
100026,69967,7,1,6,"GEN",-996,"CORNBREAD",6,1,0,,0,,0,,69.9961206896552,2,0,0,,1,0,,-996,
100026,69967,1,,,"BEV",-996,"REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW",5,1,0,12,0,"OZ",1,,369.6,0,0,5,0,1,0,,-996,
100026,69967,2,,,"GEN",-996,"PHILLY STEAK AND CHEESE",6,1,0,9,0,"OZ",1,,255.15,0,0,5,0,1,0,,-996,
100026,69967,5,,,"GEN",-996,"ICE CREAM WITH NUTS",6,1,0,4.3,0,"OZ",1,,107.5,0,0,5,0,1,0,,-996,
100026,69967,6,1,6,"GEN",-996,"BUTTER BEANS",6,1,0,1,6,"BOWL",0,,49.215,0,0,5,0,1,0,,-996,
100026,69967,3,,,"GEN",-996,"CHICKEN FINGERS",6,3,0,,0,,0,,318.324496402877,0,0,5,0,1,0,,-996,
100026,69970,2,,,"GEN",-996,"ICE CREAM CONE WITH NUTS",6,1,0,4.3,0,"OZ",1,,107.5,0,0,5,0,1,0,,-996,
100026,69970,5,,,"GEN",-996,"CHICKEN FINGERS",6,3,0,,0,,0,,318.324496402877,0,0,5,0,1,0,,-996,
100026,69970,1,,,"BEV",-996,"REGULAR SODA, DR PEPPER, ROOT BEER",5,1,0,12,0,"OZ",1,,368.4,0,0,5,0,1,0,,-996,
100026,69970,3,,,"GEN",-996,"SLIM JIM",6,5,0,0.28,0,"OZ",1,,39.69,0,0,5,0,1,0,,-996,
100026,69970,6,,,"GEN",-996,"FRENCH FRIES",5,10,0,,0,,0,,551.330415430267,0,0,5,0,1,0,,-996,
100026,69970,4,,,"GEN",-996,"PHILLY STEAK AND CHEESE",6,1,0,9,0,"OZ",1,,255.15,0,0,5,0,1,0,,-996,
100026,69973,2,1,3,"GEN",-996,"FRENCH FRIES",5,1,4,,0,,0,,55.1330415430267,0,0,5,0,0,0,,-996,
100026,69973,1,1,3,"GEN",-996,"DOUBLE BURGER COMBO",6,1,0,,0,,0,,197.7302,0,6.42,0,6.42,0,0,,-996,
100026,69973,4,,,"BEV",-996,"WATER, NFS",5,1,7,,0,,0,,548.499882213066,0,0,10,0,0,0,,-996,
100026,69973,3,1,3,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,,0,,0,,408.99695281894,0,0.27,0,0.27,0,0,,-996,
100026,69978,1,,,"GEN",-996,"HOT BOWL HONEY CHICKEN AND RICE",6,1,7,,0,,0,,255.833333333333,0,6.41,0,6.41,0,0,,-996,
100026,69978,2,,,"BEV",-996,"REGULAR SODA, COCA COLA, COKE, PEPSI",5,1,0,20,0,"OZ",1,,614,0,1.6,0,1.6,0,0,,-996,
100026,69981,1,,,"BEV",-996,"MY FIZZ PNAPL",6,1,0,24,0,"OZ",1,,739.2,0,0.99,0,0.99,0,0,,-996,
100026,69981,2,,,"GEN",-996,"JACK LINKS BFSTK JMB",6,1,0,,0,,0,,69.1,0,2.79,0,2.79,0,0,,-996,
100026,69981,3,,,"GEN",-996,"L AND M MEN BX KG FSC",6,1,0,,0,,0,,,0,3.76,0,3.76,0,0,,-996,
100028,9415,4,,,"GEN",-996,"SALAD BAR",6,3,0,1,0,"SERVING",0,,876,0,5.99,0,17.97,0,0,,-996,
100028,9415,1,1,3,"GEN",-996,"PEPPERONI PIZZA",6,1,0,1,0,"LARGE",0,,218,0,0,5,0,0,0,,-996,
100028,9415,2,1,3,"BEV",-996,"FOUNTAIN SODA",6,7,0,1,0,"MEDIUM",0,,4312,0,0,5,0,0,0,,-996,
100028,9415,3,1,3,"GEN",-996,"SAMPLER PLATTER",6,1,0,,0,,0,,312,0,,6,,0,0,7,2,7
100028,9423,5,,,"SCH",0,"PIZZA, PEPPERONI",5,1,0,1,0,"SLICE",0,,131.612836027714,0,0,0,0,1,0,,-996,
100028,9423,1,,,"SCH",0,"CHICKEN NUGGETS",5,6,0,1,0,"PIECE",0,,620.525294117647,0,0,0,0,1,0,,-996,
100028,9423,2,,,"SCH",0,"RAW CARROT STICKS",6,1,0,1,0,"BAG",0,,50.3698483206934,0,0,0,0,1,0,,-996,
100028,9423,4,,,"BEV",0,"JUICE, APPLE",5,1,0,1,0,"SMALL",0,,135.396570011446,0,0,0,0,1,0,,-996,
100028,9423,3,,,"BEV",0,"WHITE MILK",6,1,0,1,0,"PINT",0,,247.13001539119,0,0,0,0,1,0,,-996,
100028,9423,6,,,"BEV",0,"MILK, WHOLE",5,1,0,1,0,"PINT",0,,244,0,0,0,0,1,0,,-996,
100028,10314,2,,,"SCH",0,"POTATO CHIPS",5,1,0,,0,,0,,28.67824933687,0,0,0,0,1,0,,-996,
100028,10314,1,,,"SCH",0,"HAM SANDWICH",5,1,0,,0,,0,,151.642628930818,0,0,0,0,1,0,,-996,
100028,10314,4,,,"BEV",1,"SPORTS DRINK (GATORADE, POWERADE, ANY TYPE)",5,1,0,,0,,0,,976,0,0,0,0,1,0,,-996,
100028,10314,3,,,"SCH",0,"BROWNIE",5,1,0,,0,,0,,52.9261403508772,0,0,0,0,1,0,,-996,
100028,10318,2,,,"BEV",0,"MILK",6,1,0,,0,,0,,247.13001539119,0,0,0,0,1,0,,-996,
100028,10318,1,,,"SCH",0,"RIBS",6,1,0,,0,,0,,68.5897222222222,0,0,0,0,1,0,,-996,
100028,10320,2,,,"BEV",0,"MILK",6,1,0,,0,,0,,247.13001539119,0,0,0,0,1,0,,-996,
100028,10320,1,,,"SCH",0,"HAM SANDWICH",5,1,0,,0,,0,,151.642628930818,0,0,0,0,1,0,,-996,
100028,10320,3,,,"SCH",0,"APPLE",5,1,0,,0,,0,,113.889793814433,0,0,0,0,1,0,,-996,
